단지고유번호,필지고유번호,시도,자치구,법정동,지번,주소,대표단지명,단지명_공시가격,단지명_건축물대장,단지명_도로명주소,단지종류코드,단지종류명,동수,세대수,사용승인일,원천데이터
11680120430770,1168010300106510001,서울특별시,강남구,개포동,651-1,서울특별시 강남구 개포동 651-1,개포 더샵 트리에,개포더샵트리에,개포 더샵 트리에,개포 더샵 트리에,1,아파트,2,232,2021-12-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120414794,1168010300112820000,서울특별시,강남구,개포동,1282,서울특별시 강남구 개포동 1282,개포 래미안 포레스트,개포래미안포레스트,개포 래미안 포레스트,개포 래미안 포레스트,1,아파트,31,2296,2020-09-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001460,1168010300106550001,서울특별시,강남구,개포동,655-1,서울특별시 강남구 개포동 655-1,개포 현대아파트 200동,개포현대200동,개포 현대아파트 200동,개포 현대아파트 200동,1,아파트,1,72,1986-07-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100050339,1168010300106550002,서울특별시,강남구,개포동,655-2,서울특별시 강남구 개포동 655-2,개포2차현대아파트,전화국현대(220),개포2차현대아파트,개포2차현대아파트,1,아파트,1,54,1988-09-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001448,1168010300106580001,서울특별시,강남구,개포동,658-1,서울특별시 강남구 개포동 658-1,개포6차우성아파트1동,개포6차우성아파트1동~8동,개포6차우성아파트,개포6차우성아파트1동,1,아파트,8,270,1987-11-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001449,1168010300101790000,서울특별시,강남구,개포동,179,서울특별시 강남구 개포동 179,개포8차 우성아파트801동,우성8,개포8차 우성아파트,개포8차 우성아파트801동,1,아파트,3,261,1987-09-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053194,1168010300101760001,서울특별시,강남구,개포동,176-1,서울특별시 강남구 개포동 176-1,개포동상지리츠빌,상지리츠빌,개포동상지리츠빌,개포동상지리츠빌,1,아파트,1,18,2003-03-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249405,1168010300100120002,서울특별시,강남구,개포동,12-2,서울특별시 강남구 개포동 12-2,개포자이,개포자이,개포자이,개포자이,1,아파트,4,212,2004-06-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120440857,1168010300112830000,서울특별시,강남구,개포동,1283,서울특별시 강남구 개포동 1283,개포자이르네,개포자이르네,개포자이르네,개포자이르네,1,아파트,1,28,2022-10-05,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100050421,1168010300101870000,서울특별시,강남구,개포동,187,서울특별시 강남구 개포동 187,개포주공아파트504동,개포주공5단지,개포주공아파트,개포주공아파트504동,1,아파트,6,940,1983-10-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001455,1168010300101850000,서울특별시,강남구,개포동,185,서울특별시 강남구 개포동 185,개포주공아파트607동,개포주공6단지,개포주공아파트,개포주공아파트607동,1,아파트,9,1060,1983-10-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100256608,1168010300101850000,서울특별시,강남구,개포동,185,서울특별시 강남구 개포동 185,개포주공아파트701동,개포주공7단지,개포주공아파트,개포주공아파트701동,1,아파트,8,900,1983-10-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001463,1168010300112420002,서울특별시,강남구,개포동,1242-2,서울특별시 강남구 개포동 1242-2,개포현대6차아파트601동,개포현대6차,개포현대6차아파트601동,개포현대6차아파트601동,1,아파트,1,19,1993-12-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001456,1168010300101720003,서울특별시,강남구,개포동,172-3,서울특별시 강남구 개포동 172-3,개포현대아파트,현대,개포현대아파트,개포현대아파트,1,아파트,1,18,1994-02-22,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001441,1168010300106490000,서울특별시,강남구,개포동,649,서울특별시 강남구 개포동 649,경남아파트2동,경남1,경남아파트,경남아파트2동,1,아파트,6,408,1984-03-08,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001442,1168010300106490000,서울특별시,강남구,개포동,649,서울특별시 강남구 개포동 649,경남아파트8동,경남2차,경남아파트,경남아파트8동,1,아파트,3,270,1984-11-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448478,1168010300111640030,서울특별시,강남구,개포동,1164-30,서울특별시 강남구 개포동 1164-30,뉴현대파크빌,뉴현대파크빌,뉴현대파크빌,뉴현대파크빌,1,아파트,1,10,2001-05-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001443,1168010300100120000,서울특별시,강남구,개포동,12,서울특별시 강남구 개포동 12,대청아파트301동,삼익대청아파트301동~306동,"대치,대청 아파트",대청아파트301동,1,아파트,6,822,1992-10-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120449737,1168010300101760002,서울특별시,강남구,개포동,176-2,서울특별시 강남구 개포동 176-2,대치 푸르지오 발라드,대치푸르지오발라드,대치 푸르지오 발라드,대치 푸르지오 발라드,1,아파트,1,78,2024-01-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120064718,1168010300100120000,서울특별시,강남구,개포동,12,서울특별시 강남구 개포동 12,대치아파트105동,SH대치1단지아파트,"대치,대청 아파트",대치아파트105동,1,아파트,8,1623,1991-11-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001444,1168010300100120000,서울특별시,강남구,개포동,12,서울특별시 강남구 개포동 12,대치아파트210동,성원대치2단지일반분양(11개동),"대치,대청 아파트",대치아파트210동,1,아파트,11,1753,1992-10-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120393830,1168010300112810000,서울특별시,강남구,개포동,1281,서울특별시 강남구 개포동 1281,디에이치아너힐즈,디에이치아너힐즈,디에이치아너힐즈,디에이치아너힐즈,1,아파트,23,1320,2019-08-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120384932,1168010300112800000,서울특별시,강남구,개포동,1280,서울특별시 강남구 개포동 1280,래미안블레스티지,래미안블레스티지,래미안블레스티지,래미안블레스티지,1,아파트,23,1957,2019-02-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053538,1168010300111640025,서울특별시,강남구,개포동,1164-25,서울특별시 강남구 개포동 1164-25,리더스,리더스,,,1,아파트,1,10,2002-12-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100256769,1168010300112040005,서울특별시,강남구,개포동,1204-5,서울특별시 강남구 개포동 1204-5,리치타운아파트,리치타운,리치타운아파트,리치타운아파트,1,아파트,1,12,2004-04-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448475,1168010300111640012,서울특별시,강남구,개포동,1164-12,서울특별시 강남구 개포동 1164-12,새롬(1164-12),새롬(1164-12),,,1,아파트,1,12,2000-09-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448477,1168010300111640014,서울특별시,강남구,개포동,1164-14,서울특별시 강남구 개포동 1164-14,새롬아파트,새롬(1164-14),새롬아파트,새롬아파트,1,아파트,1,15,2000-07-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001446,1168010300106550003,서울특별시,강남구,개포동,655-3,서울특별시 강남구 개포동 655-3,쌍용개포아파트,쌍용,쌍용개포아파트,쌍용개포아파트,1,아파트,1,16,1995-03-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680112065055,1168010300111640007,서울특별시,강남구,개포동,1164-7,서울특별시 강남구 개포동 1164-7,아람손 프라자/비바빌,아람손프라자/비바빌,아람손 프라자/비바빌,,1,아파트,1,19,2001-12-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001461,1168010300111670000,서울특별시,강남구,개포동,1167,서울특별시 강남구 개포동 1167,아파트,그린빌리지,아파트,아파트,1,아파트,1,19,1996-09-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053190,1168010300101660004,서울특별시,강남구,개포동,166-4,서울특별시 강남구 개포동 166-4,에버그린,에버그린,,,1,아파트,1,9,2003-03-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001447,1168010300106520000,서울특별시,강남구,개포동,652,서울특별시 강남구 개포동 652,우성아파트제1동,개포우성3차,우성아파트,우성아파트제1동,1,아파트,5,405,1984-12-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120042132,1168010300112600011,서울특별시,강남구,개포동,1260-11,서울특별시 강남구 개포동 1260-11,우찬현대아파트,우찬현대(1260-11),우찬현대아파트,우찬현대아파트,1,아파트,1,15,2006-06-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120042130,1168010300112600002,서울특별시,강남구,개포동,1260-2,서울특별시 강남구 개포동 1260-2,우찬현대아파트,우찬현대(1260-2),우찬현대아파트,우찬현대아파트,1,아파트,1,10,2006-06-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120042131,1168010300112600004,서울특별시,강남구,개포동,1260-4,서울특별시 강남구 개포동 1260-4,우찬현대아파트,우찬현대(1260-4),우찬현대아파트,우찬현대아파트,1,아파트,1,10,2006-06-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448476,1168010300111640013,서울특별시,강남구,개포동,1164-13,서울특별시 강남구 개포동 1164-13,포이동 새롬아파트,새롬(1164-13),포이동 새롬아파트,포이동 새롬아파트,1,아파트,1,14,2000-12-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053547,1168010300111640028,서울특별시,강남구,개포동,1164-28,서울특별시 강남구 개포동 1164-28,포이벨리아파트,포이벨리,포이벨리아파트,포이벨리아파트,1,아파트,1,10,2001-12-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448479,1168010300111650000,서울특별시,강남구,개포동,1165,서울특별시 강남구 개포동 1165,포이현대빌라트,포이현대빌라트,포이현대빌라트,포이현대빌라트,1,아파트,1,14,1997-12-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100618601,1168010300111640020,서울특별시,강남구,개포동,1164-20,서울특별시 강남구 개포동 1164-20,한림아파트,한림,,한림아파트,1,아파트,1,12,2002-03-11,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001457,1168010300106530000,서울특별시,강남구,개포동,653,서울특별시 강남구 개포동 653,현대아파트103동,현대1차101동~106동,현대아파트,현대아파트103동,1,아파트,6,416,1984-04-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001458,1168010300106540000,서울특별시,강남구,개포동,654,서울특별시 강남구 개포동 654,현대아파트212동,현대2,현대아파트,현대아파트212동,1,아파트,13,558,1986-01-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001459,1168010300101770000,서울특별시,강남구,개포동,177,서울특별시 강남구 개포동 177,현대아파트4동,현대아파트3,현대아파트,현대아파트4동,1,아파트,5,198,1986-03-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120312500,1168010800102760001,서울특별시,강남구,논현동,276-1,서울특별시 강남구 논현동 276-1,ACROHILLS 논현,아크로힐스논현,ACROHILLS 논현,ACROHILLS 논현,1,아파트,4,368,2014-12-08,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120453449,1168010800102180027,서울특별시,강남구,논현동,218-27,서울특별시 강남구 논현동 218-27,BOTANIC HOUSE 논현,보타니끄논현,BOTANIC HOUSE 논현,,1,아파트,1,29,2024-11-22,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120413307,1168010800101300009,서울특별시,강남구,논현동,130-9,서울특별시 강남구 논현동 130-9,KIRIN HILLS,KIRINHILLS,KIRIN HILLS,KIRIN HILLS,1,아파트,1,249,2020-10-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120417598,1168010800101280006,서울특별시,강남구,논현동,128-6,서울특별시 강남구 논현동 128-6,N168,N168,N168,,1,아파트,1,132,2021-03-05,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120064764,1168010800102410001,서울특별시,강남구,논현동,241-1,서울특별시 강남구 논현동 241-1,강남파라곤,논현파라곤,강남파라곤,강남파라곤,1,아파트,1,58,2007-01-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001266,1168010800101960000,서울특별시,강남구,논현동,196,서울특별시 강남구 논현동 196,거평프리-젠 아파트,거평프리젠,거평프리-젠 아파트,거평프리-젠 아파트,1,아파트,1,113,1996-09-03,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001267,1168010800102740000,서울특별시,강남구,논현동,274,서울특별시 강남구 논현동 274,경남논현아파트,경남논현,경남논현아파트,경남논현아파트,1,아파트,1,60,1996-09-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120121707,1168010800101030011,서울특별시,강남구,논현동,103-11,서울특별시 강남구 논현동 103-11,골든캐슬,골든캐슬,골든캐슬,골든캐슬,1,아파트,1,7,2009-08-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448510,1168010800102680012,서울특별시,강남구,논현동,268-12,서울특별시 강남구 논현동 268-12,그랑디오스 아파트,그랑디오스,그랑디오스 아파트,그랑디오스 아파트,1,아파트,1,15,2004-09-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001270,1168010800100550012,서울특별시,강남구,논현동,55-12,서울특별시 강남구 논현동 55-12,네오빌,네오빌,네오빌,네오빌,1,아파트,1,14,2001-09-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120011858,1168010800101950001,서울특별시,강남구,논현동,195-1,서울특별시 강남구 논현동 195-1,논현 e-편한세상,e-편한세상,논현 e-편한세상,논현 e-편한세상,1,아파트,1,63,2005-07-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120163831,1168010800102520000,서울특별시,강남구,논현동,252,서울특별시 강남구 논현동 252,논현 라폴리움,논현라폴리움,논현 라폴리움,논현 라폴리움,1,아파트,1,18,2012-08-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001321,1168010800102140002,서울특별시,강남구,논현동,214-2,서울특별시 강남구 논현동 214-2,논현 베르빌,논현베르빌,논현 베르빌,논현 베르빌,1,아파트,1,65,2002-12-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120412000,1168010800102250006,서울특별시,강남구,논현동,225-6,서울특별시 강남구 논현동 225-6,논현 아이파크,논현아이파크,논현 아이파크,논현 아이파크,1,아파트,1,99,2020-08-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001323,1168010800101050003,서울특별시,강남구,논현동,105-3,서울특별시 강남구 논현동 105-3,논현 한가람빌라트,논현한가람빌라트,,논현 한가람빌라트,1,아파트,1,32,2002-10-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120060135,1168010800101940023,서울특별시,강남구,논현동,194-23,서울특별시 강남구 논현동 194-23,논현동 2차 한화 꿈에 그린 아파트,한화꿈에그린2차,논현동 2차 한화 꿈에 그린 아파트,논현동 2차 한화 꿈에 그린 아파트,1,아파트,1,46,2006-11-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100618604,1168010800101920003,서울특별시,강남구,논현동,192-3,서울특별시 강남구 논현동 192-3,논현동 프라임아파트,논현동프라임,논현동 프라임아파트,논현동 프라임아파트,1,아파트,1,19,2004-10-06,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249475,1168010800101050004,서울특별시,강남구,논현동,105-4,서울특별시 강남구 논현동 105-4,논현동 한진 로즈힐 아파트,한진로즈힐,논현동 한진 로즈힐 아파트,논현동 한진 로즈힐 아파트,1,아파트,2,81,2004-05-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100050464,1168010800102750000,서울특별시,강남구,논현동,275,서울특별시 강남구 논현동 275,논현동동부센트레빌,동부센트레빌,논현동동부센트레빌,논현동동부센트레빌,1,아파트,4,160,2003-12-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053517,1168010800102450000,서울특별시,강남구,논현동,245,서울특별시 강남구 논현동 245,논현동동양파라곤,동양파라곤,논현동동양파라곤,논현동동양파라곤,1,아파트,4,203,2004-06-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120065401,1168010800102120013,서울특별시,강남구,논현동,212-13,서울특별시 강남구 논현동 212-13,논현동월드메르디앙,논현동월드메르디앙,논현동월드메르디앙,논현동월드메르디앙,1,아파트,1,82,2007-02-22,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448509,1168010800102050002,서울특별시,강남구,논현동,205-2,서울특별시 강남구 논현동 205-2,논현동한화꿈에그린아파트,논현동한화꿈에그린,논현동한화꿈에그린아파트,논현동한화꿈에그린아파트,1,아파트,2,70,2005-05-03,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249480,1168010800102520001,서울특별시,강남구,논현동,252-1,서울특별시 강남구 논현동 252-1,논현두산위브아파트(1단지),두산위브1단지,논현두산위브아파트(1단지),논현두산위브아파트(1단지),1,아파트,2,130,2004-06-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249481,1168010800102580000,서울특별시,강남구,논현동,258,서울특별시 강남구 논현동 258,논현두산위브아파트(2단지),두산위브2단지,논현두산위브아파트(2단지),논현두산위브아파트(2단지),1,아파트,2,136,2004-06-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001300,1168010800101020009,서울특별시,강남구,논현동,102-9,서울특별시 강남구 논현동 102-9,논현빌라트,논현빌라트,,,1,아파트,1,10,1999-08-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053117,1168010800102150014,서울특별시,강남구,논현동,215-14,서울특별시 강남구 논현동 215-14,논현아트빌,논현아트빌,논현아트빌,논현아트빌,1,아파트,1,11,2003-05-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001271,1168010800100220000,서울특별시,강남구,논현동,22,서울특별시 강남구 논현동 22,논현아파트,신동아(22),논현아파트,논현아파트,1,아파트,6,644,1997-07-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120116621,1168010800101080000,서울특별시,강남구,논현동,108,서울특별시 강남구 논현동 108,논현웰스톤,논현웰스톤,논현웰스톤,논현웰스톤,1,아파트,1,38,2009-03-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053115,1168010800102120020,서울특별시,강남구,논현동,212-20,서울특별시 강남구 논현동 212-20,더그레이스,더그레이스,,,1,아파트,1,9,2003-04-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120371928,1168010800101180008,서울특별시,강남구,논현동,118-8,서울특별시 강남구 논현동 118-8,더원 센트럴,더원센트럴,더원 센트럴,더원 센트럴,1,아파트,1,29,2018-06-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120452509,1168010800100620002,서울특별시,강남구,논현동,62-2,서울특별시 강남구 논현동 62-2,도산 포도 더블랙,도산포도더블랙,도산 포도 더블랙,,1,아파트,1,27,2024-09-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001283,1168010800101050000,서울특별시,강남구,논현동,105,서울특별시 강남구 논현동 105,동현아파트 4동,동현아파트1~6,동현아파트,동현아파트 4동,1,아파트,6,548,1985-08-03,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249479,1168010800102160001,서울특별시,강남구,논현동,216-1,서울특별시 강남구 논현동 216-1,두영아파트,두영,두영아파트,두영아파트,1,아파트,1,17,2004-06-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100440247,1168010800100470010,서울특별시,강남구,논현동,47-10,서울특별시 강남구 논현동 47-10,라디안,라디안,라디안,라디안,1,아파트,1,10,2004-03-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001325,1168010800101090009,서울특별시,강남구,논현동,109-9,서울특별시 강남구 논현동 109-9,라이헤스빌,라이헤스빌,라이헤스빌,라이헤스빌,1,아파트,1,13,2002-11-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120116622,1168010800101140023,서울특별시,강남구,논현동,114-23,서울특별시 강남구 논현동 114-23,로체샤르캐슬,로체샤르캐슬,로체샤르캐슬,로체샤르캐슬,1,아파트,1,17,2009-03-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120447061,1168010800100600000,서울특별시,강남구,논현동,60,서울특별시 강남구 논현동 60,루시아 도산 208,루시아도산208,루시아 도산 208,,1,아파트,1,55,2023-07-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448508,1168010800101920001,서울특별시,강남구,논현동,192-1,서울특별시 강남구 논현동 192-1,리더스빌,리더스빌,리더스빌,리더스빌,1,아파트,1,19,2004-08-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120433500,1168010800102020007,서울특별시,강남구,논현동,202-7,서울특별시 강남구 논현동 202-7,리스트 강남(List Gangnam),리스트강남,리스트 강남(List Gangnam),리스트 강남(List Gangnam),1,아파트,1,297,2022-04-06,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053476,1168010800102670023,서울특별시,강남구,논현동,267-23,서울특별시 강남구 논현동 267-23,마블하우스,마블하우스,마블하우스,마블하우스,1,아파트,1,12,2003-07-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249472,1168010800100580002,서울특별시,강남구,논현동,58-2,서울특별시 강남구 논현동 58-2,마일스 디오빌,마일스디오빌,마일스 디오빌,마일스 디오빌,1,아파트,1,260,2004-11-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448504,1168010800100470011,서울특별시,강남구,논현동,47-11,서울특별시 강남구 논현동 47-11,벨러스빌,벨러스빌,,,1,아파트,1,10,2004-07-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448502,1168010800100430003,서울특별시,강남구,논현동,43-3,서울특별시 강남구 논현동 43-3,브라운스톤 로얄스위트 논현,브라운스톤,브라운스톤 로얄스위트 논현,브라운스톤 로얄스위트 논현,1,아파트,1,19,2005-03-22,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120437460,1168010800100400000,서울특별시,강남구,논현동,40,서울특별시 강남구 논현동 40,브라이튼 N40,브라이튼N40,브라이튼 N40,브라이튼 N40,1,아파트,5,148,2022-06-10,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100052696,1168010800100390010,서울특별시,강남구,논현동,39-10,서울특별시 강남구 논현동 39-10,비쥬힐,비쥬힐,비쥬힐,비쥬힐,1,아파트,1,10,2003-10-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001287,1168010800100790005,서울특별시,강남구,논현동,79-5,서울특별시 강남구 논현동 79-5,삼성빌라트,삼성빌라트,삼성빌라트,삼성빌라트,1,아파트,1,19,1998-10-22,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120442245,1168010800102780004,서울특별시,강남구,논현동,278-4,서울특별시 강남구 논현동 278-4,선정릉역 모아엘가 퍼스트 홈,선정릉역모아엘가퍼스트홈,선정릉역 모아엘가 퍼스트 홈,선정릉역 모아엘가 퍼스트 홈,1,아파트,1,283,2023-01-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001291,1168010800101220025,서울특별시,강남구,논현동,122-25,서울특별시 강남구 논현동 122-25,세호시티라이프,세호시티라이프,,,1,아파트,1,19,1996-03-22,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448505,1168010800100550000,서울특별시,강남구,논현동,55,서울특별시 강남구 논현동 55,스위트케슬레지던스,스위트캐슬레지던스,스위트케슬레지던스,스위트케슬레지던스,1,아파트,1,17,2004-12-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001295,1168010800102220018,서울특별시,강남구,논현동,222-18,서울특별시 강남구 논현동 222-18,신동아아파트에이동,신동아,신동아아파트,신동아아파트에이동,1,아파트,2,12,1996-12-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001299,1168010800101030000,서울특별시,강남구,논현동,103,서울특별시 강남구 논현동 103,쌍용아파트,쌍용,쌍용아파트,쌍용아파트,1,아파트,1,111,1996-07-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120448247,1168010800102490009,서울특별시,강남구,논현동,249-9,서울특별시 강남구 논현동 249-9,아츠 논현,아츠논현,아츠 논현,,1,아파트,1,24,2023-10-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053108,1168010800100460003,서울특별시,강남구,논현동,46-3,서울특별시 강남구 논현동 46-3,요진 보네르,요진보네르,요진 보네르,요진 보네르,1,아파트,1,9,2003-06-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001324,1168010800101070044,서울특별시,강남구,논현동,107-44,서울특별시 강남구 논현동 107-44,우민아파트,우민,우민아파트,우민아파트,1,아파트,1,70,2002-08-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100256802,1168010800101800006,서울특별시,강남구,논현동,180-6,서울특별시 강남구 논현동 180-6,우성아파트,우성,우성아파트,우성아파트,1,아파트,1,14,2004-07-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053111,1168010800101380009,서울특별시,강남구,논현동,138-9,서울특별시 강남구 논현동 138-9,월드쉐르빌,월드쉐르빌,월드쉐르빌,월드쉐르빌,1,아파트,1,15,2003-06-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053101,1168010800100440006,서울특별시,강남구,논현동,44-6,서울특별시 강남구 논현동 44-6,은탑리더스 카운티,은탑리더스카운티,은탑리더스 카운티,은탑리더스 카운티,1,아파트,1,18,2003-08-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120137838,1168010800101940022,서울특별시,강남구,논현동,194-22,서울특별시 강남구 논현동 194-22,이산아파트,이산,이산아파트,이산아파트,1,아파트,1,11,2011-04-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120020497,1168010800102290013,서울특별시,강남구,논현동,229-13,서울특별시 강남구 논현동 229-13,이움빌라,이움빌라,,,1,아파트,1,10,2005-09-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120285114,1168010800100420006,서울특별시,강남구,논현동,42-6,서울특별시 강남구 논현동 42-6,인본,인본,인본,인본,1,아파트,1,18,2014-01-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249477,1168010800101080002,서울특별시,강남구,논현동,108-2,서울특별시 강남구 논현동 108-2,제이빌 아파트,제이빌,제이빌 아파트,제이빌 아파트,1,아파트,1,32,2004-04-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100052712,1168010800100440008,서울특별시,강남구,논현동,44-8,서울특별시 강남구 논현동 44-8,지고하임,지고하임(101동),지고하임,지고하임,1,아파트,1,14,2003-10-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053457,1168010800100440009,서울특별시,강남구,논현동,44-9,서울특별시 강남구 논현동 44-9,지고하임,지고하임(102동),지고하임,지고하임,1,아파트,1,19,2003-10-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001304,1168010800100620003,서울특별시,강남구,논현동,62-3,서울특별시 강남구 논현동 62-3,청학아파트 에이동,"청학아파트에이동,비동,씨동",청학아파트,청학아파트 에이동,1,아파트,3,70,1976-06-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100256948,1168010800102670018,서울특별시,강남구,논현동,267-18,서울특별시 강남구 논현동 267-18,케럿 스테이트,케럿스테이트,케럿 스테이트,케럿 스테이트,1,아파트,1,16,2004-04-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249474,1168010800101040023,서울특별시,강남구,논현동,104-23,서울특별시 강남구 논현동 104-23,케이씨 빌,케이씨빌,케이씨 빌,케이씨 빌,1,아파트,1,12,2004-11-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
