단지고유번호,필지고유번호,시도,자치구,법정동,지번,주소,대표단지명,단지명_공시가격,단지명_건축물대장,단지명_도로명주소,단지종류코드,단지종류명,동수,세대수,사용승인일,원천데이터
11380120453222,1138010300103020013,서울특별시,은평구,불광동,302-13,서울특별시 은평구 불광동 302-13,LUMINO816,LUMINO816,LUMINO816,LUMINO816,1,아파트,1,299,2024-11-05,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120173767,1138010300102810081,서울특별시,은평구,불광동,281-81,서울특별시 은평구 불광동 281-81,갤럭시타운,갤럭시타운,갤럭시타운,갤럭시타운,1,아파트,1,24,2013-03-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120376229,1138010300102850018,서울특별시,은평구,불광동,285-18,서울특별시 은평구 불광동 285-18,경인에버빌,경인에버빌(285-18),경인에버빌,경인에버빌,1,아파트,1,22,2018-10-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120020257,1138010300104790010,서울특별시,은평구,불광동,479-10,서울특별시 은평구 불광동 479-10,구르미아파트,남양구르미아파트,구르미아파트,구르미아파트,1,아파트,1,19,2005-10-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100448323,1138010300102300002,서울특별시,은평구,불광동,230-2,서울특별시 은평구 불광동 230-2,그린라이프아파트,그린라이프,그린라이프아파트,그린라이프아파트,1,아파트,1,11,2005-03-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000594,1138010300103460003,서울특별시,은평구,불광동,346-3,서울특별시 은평구 불광동 346-3,금상아파트,금상아파트,,,1,아파트,1,20,2002-10-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000582,1138010300106320000,서울특별시,은평구,불광동,632,서울특별시 은평구 불광동 632,남해그린힐아파트,남해그린힐,남해그린힐아파트,남해그린힐아파트,1,아파트,1,100,2001-11-15,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100602263,1138010300103910068,서울특별시,은평구,불광동,391-68,서울특별시 은평구 불광동 391-68,대광월드아파트,대광월드,대광월드아파트,대광월드아파트,1,아파트,1,19,2003-05-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000583,1138010300102300003,서울특별시,은평구,불광동,230-3,서울특별시 은평구 불광동 230-3,대암아파트,대암아파트,,,1,아파트,1,19,1997-10-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100053619,1138010300106290000,서울특별시,은평구,불광동,629,서울특별시 은평구 불광동 629,대호아파트,대호아파트,대호아파트,대호아파트,1,아파트,1,100,1999-12-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000584,1138010300106310001,서울특별시,은평구,불광동,631-1,서울특별시 은평구 불광동 631-1,대호프라자 아파트,대호프라자아파트,대호 프라자 아파트,대호프라자 아파트,1,아파트,2,198,2000-09-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120132566,1138010300102170000,서울특별시,은평구,불광동,217,서울특별시 은평구 불광동 217,동호스카이,동호스카이,동호스카이,동호스카이,1,아파트,1,18,2010-10-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120435861,1138010300102810089,서울특별시,은평구,불광동,281-89,서울특별시 은평구 불광동 281-89,디앤제이하우징,디앤제이하우징(281-89),디앤제이하우징,디앤제이하우징,1,아파트,1,22,2022-05-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000586,1138010300103110013,서울특별시,은평구,불광동,311-13,서울특별시 은평구 불광동 311-13,메트로타워,극동메트로타워,메트로타워,,1,아파트,1,69,2001-05-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100051855,1138010300100160142,서울특별시,은평구,불광동,16-142,서울특별시 은평구 불광동 16-142,명남뉴타운아파트,명남뉴타운,명남뉴타운아파트,명남뉴타운아파트,1,아파트,1,19,2003-05-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000585,1138010300102480000,서울특별시,은평구,불광동,248,서울특별시 은평구 불광동 248,미성아파트,라이프미성,미성아파트,미성아파트,1,아파트,10,1340,1988-10-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120393104,1138010300104860017,서울특별시,은평구,불광동,486-17,서울특별시 은평구 불광동 486-17,베로니스,베로니스,베로니스,베로니스,1,아파트,1,66,2019-09-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120178065,1138010300106440000,서울특별시,은평구,불광동,644,서울특별시 은평구 불광동 644,북한산 동호스카이,북한산동호스카이,북한산 동호스카이,북한산 동호스카이,1,아파트,1,42,2013-04-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120057002,1138010300106360000,서울특별시,은평구,불광동,636,서울특별시 은평구 불광동 636,북한산 한양 수자인 아파트,북한산한양수자인아파트,북한산 한양 수자인 아파트,북한산 한양 수자인 아파트,1,아파트,2,155,2006-09-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120142618,1138010300106430000,서울특별시,은평구,불광동,643,서울특별시 은평구 불광동 643,북한산 힐스테이트7차,북한산힐스테이트7차,북한산 힐스테이트7차,북한산 힐스테이트7차,1,아파트,15,882,2011-07-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100256626,1138010300100710016,서울특별시,은평구,불광동,71-16,서울특별시 은평구 불광동 71-16,북한산대창센시티,북한산대창센시티,북한산대창센시티,북한산대창센시티,1,아파트,3,256,2004-06-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120132446,1138010300106370000,서울특별시,은평구,불광동,637,서울특별시 은평구 불광동 637,북한산래미안아파트,북한산래미안아파트(2단지),북한산래미안아파트,북한산래미안아파트,1,아파트,4,342,2010-08-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120132488,1138010300106380000,서울특별시,은평구,불광동,638,서울특별시 은평구 불광동 638,북한산래미안아파트,북한산래미안아파트(1단지),북한산래미안아파트,북한산래미안아파트,1,아파트,5,305,2010-08-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100256699,1138010300106330000,서울특별시,은평구,불광동,633,서울특별시 은평구 불광동 633,북한산현대홈타운아파트,북한산현대홈타운,북한산현대홈타운아파트,북한산현대홈타운아파트,1,아파트,15,662,2004-05-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120132463,1138010300106410000,서울특별시,은평구,불광동,641,서울특별시 은평구 불광동 641,북한산현대힐스테이트3차아파트,북한산현대힐스테이트3차아파트,북한산현대힐스테이트3차아파트,북한산현대힐스테이트3차아파트,1,아파트,19,1185,2010-08-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120100631,1138010300106350000,서울특별시,은평구,불광동,635,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,북한산힐스테이트1차아파트,북한산힐스테이트1차아파트,북한산힐스테이트1차아파트,1,아파트,11,603,2009-07-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120381647,1138010300106450000,서울특별시,은평구,불광동,645,서울특별시 은평구 불광동 645,불광롯데캐슬,불광롯데캐슬,불광롯데캐슬,불광롯데캐슬,1,아파트,8,488,2018-11-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000587,1138010300102170009,서울특별시,은평구,불광동,217-9,서울특별시 은평구 불광동 217-9,삼익아파트,삼익(217-9),삼익아파트,삼익아파트,1,아파트,1,103,1992-03-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000596,1138010300104840057,서울특별시,은평구,불광동,484-57,서울특별시 은평구 불광동 484-57,삼흥아파트,삼흥아파트,,,1,아파트,1,10,2002-10-10,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000588,1138010300101710059,서울특별시,은평구,불광동,171-59,서울특별시 은평구 불광동 171-59,서강아파트,서강아파트,서강아파트,서강아파트,1,아파트,1,19,1991-10-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000593,1138010300100120003,서울특별시,은평구,불광동,12-3,서울특별시 은평구 불광동 12-3,선우아파트,선우아파트,선우아파트,선우아파트,1,아파트,1,19,2002-05-07,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120035886,1138010300104840103,서울특별시,은평구,불광동,484-103,서울특별시 은평구 불광동 484-103,송광아파트,송광(484-103),송광아파트,송광아파트,1,아파트,1,19,2006-04-10,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000589,1138010300104550000,서울특별시,은평구,불광동,455,서울특별시 은평구 불광동 455,쉐라톤,쉐라톤,,,1,아파트,1,19,1997-03-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000590,1138010300102410023,서울특별시,은평구,불광동,241-23,서울특별시 은평구 불광동 241-23,신우아파트,신우아파트,신우아파트,신우아파트,1,아파트,1,49,1995-08-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100438205,1138010300103290011,서울특별시,은평구,불광동,329-11,서울특별시 은평구 불광동 329-11,에덴아파트,에덴,에덴아파트,에덴아파트,1,아파트,1,10,2001-12-11,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000595,1138010300104440041,서울특별시,은평구,불광동,444-41,서울특별시 은평구 불광동 444-41,엘지아파트,엘지아파트,,,1,아파트,1,19,2002-09-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120449875,1138010300103230021,서울특별시,은평구,불광동,323-21,서울특별시 은평구 불광동 323-21,연신내역 루체스테이션,연신내역루체스테이션,연신내역 루체스테이션,연신내역 루체스테이션,1,아파트,1,264,2024-01-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120428225,1138010300104840063,서울특별시,은평구,불광동,484-63,서울특별시 은평구 불광동 484-63,연신내역 트리플라 101동,연신내역트리플라101동,연신내역 트리플라 101동,연신내역 트리플라 101동,1,아파트,1,42,2021-08-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120428760,1138010300104860013,서울특별시,은평구,불광동,486-13,서울특별시 은평구 불광동 486-13,연신내역 트리플라 102동,연신내역트리플라102동,연신내역 트리플라 102동,연신내역 트리플라 102동,1,아파트,1,20,2021-09-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100051859,1138010300100080051,서울특별시,은평구,불광동,8-51,서울특별시 은평구 불광동 8-51,월드그린,월드그린,,,1,아파트,1,19,2003-01-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000591,1138010300104840090,서울특별시,은평구,불광동,484-90,서울특별시 은평구 불광동 484-90,윤현아파트,윤현(484-90),윤현아파트,윤현아파트,1,아파트,1,19,1998-09-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100448326,1138010300106340000,서울특별시,은평구,불광동,634,서울특별시 은평구 불광동 634,은혜 스카이빌 아파트,은혜스카이빌아파트,은혜 스카이빌 아파트,은혜 스카이빌 아파트,1,아파트,1,30,2005-03-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120328825,1138010300104840056,서울특별시,은평구,불광동,484-56,서울특별시 은평구 불광동 484-56,정익제이원,정익제이원(4차),정익제이원,정익제이원,1,아파트,1,36,2015-12-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120333924,1138010300104860014,서울특별시,은평구,불광동,486-14,서울특별시 은평구 불광동 486-14,정익제이원5차,정익제이원5차,정익제이원5차,정익제이원5차,1,아파트,1,27,2016-04-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120174765,1138010300104840060,서울특별시,은평구,불광동,484-60,서울특별시 은평구 불광동 484-60,제이타워,제이타워,,,1,아파트,1,27,2013-03-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100051858,1138010300103300014,서울특별시,은평구,불광동,330-14,서울특별시 은평구 불광동 330-14,청나아파트,청나아파트,청나아파트,청나아파트,1,아파트,1,12,2003-06-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100602195,1138010300100300000,서울특별시,은평구,불광동,30,서울특별시 은평구 불광동 30,청송아파트,청송,청송아파트,청송아파트,1,아파트,1,19,2003-02-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100248572,1138010300100160061,서울특별시,은평구,불광동,16-61,서울특별시 은평구 불광동 16-61,태양아파트,태양아파트,,,1,아파트,1,19,2004-02-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120419102,1138010300102720051,서울특별시,은평구,불광동,272-51,서울특별시 은평구 불광동 272-51,한화생명불광동사옥,한화생명불광동사옥,,,1,아파트,1,201,2021-04-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100448325,1138010300104830011,서울특별시,은평구,불광동,483-11,서울특별시 은평구 불광동 483-11,해피플러스1,해피플러스1,해피플러스1,해피플러스1,1,아파트,1,14,2005-04-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000592,1138010300101710061,서울특별시,은평구,불광동,171-61,서울특별시 은평구 불광동 171-61,현대아파트,현대아파트,,,1,아파트,1,16,1993-03-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120424816,1138010300104840073,서울특별시,은평구,불광동,484-73,서울특별시 은평구 불광동 484-73,효민아크로뷰,효민아크로뷰,효민아크로뷰,효민아크로뷰,1,아파트,1,33,2021-06-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120429689,1138010100104180000,서울특별시,은평구,수색동,418,서울특별시 은평구 수색동 418,DMC SK VIEW,DMCSKVIEW,DMC SK VIEW,DMC SK VIEW,1,아파트,8,753,2023-08-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120410824,1138010100104170000,서울특별시,은평구,수색동,417,서울특별시 은평구 수색동 417,DMC 롯데캐슬 더 퍼스트,DMC롯데캐슬더퍼스트,DMC 롯데캐슬 더 퍼스트,DMC 롯데캐슬 더 퍼스트,1,아파트,15,1192,2021-12-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100053518,1138010100104160001,서울특별시,은평구,수색동,416-1,서울특별시 은평구 수색동 416-1,DMC 진흥,진흥엣세벨,DMC 진흥,DMC 진흥,1,아파트,6,280,2003-07-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000679,1138010100104130000,서울특별시,은평구,수색동,413,서울특별시 은평구 수색동 413,DMC청구아파트,청구,DMC청구아파트,DMC청구아파트,1,아파트,3,196,2000-03-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000677,1138010100104150001,서울특별시,은평구,수색동,415-1,서울특별시 은평구 수색동 415-1,e편한세상 수색 에코포레,e편한세상수색에코포레,대림한숲타운아파트,e편한세상 수색 에코포레,1,아파트,15,1440,2003-07-10,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120123328,1138010100100750000,서울특별시,은평구,수색동,75,서울특별시 은평구 수색동 75,디엠씨 자이1단지(DMC 자이1),수색자이1단지,디엠씨 자이1단지(DMC 자이1),디엠씨 자이1단지(DMC 자이1),1,아파트,1,209,2009-09-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000678,1138010100100170009,서울특별시,은평구,수색동,17-9,서울특별시 은평구 수색동 17-9,"수정가,나동","수정가,나동",,,1,아파트,2,66,1987-09-11,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100602640,1138010900100230042,서울특별시,은평구,신사동,23-42,서울특별시 은평구 신사동 23-42,(23-42),(23-42),,,1,아파트,1,8,2003-04-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100051280,1138010900102770019,서울특별시,은평구,신사동,277-19,서울특별시 은평구 신사동 277-19,1,뉴서울(277-19),1,1,1,아파트,1,14,2003-05-22,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100051274,1138010900102770002,서울특별시,은평구,신사동,277-2,서울특별시 은평구 신사동 277-2,1,뉴서울(277-2),1,1,1,아파트,1,18,2003-05-07,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120125939,1138010900100070011,서울특별시,은평구,신사동,7-11,서울특별시 은평구 신사동 7-11,개성하이뷰,개성하이뷰,개성하이뷰,개성하이뷰,1,아파트,1,18,2009-09-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120442166,1138010900100210014,서울특별시,은평구,신사동,21-14,서울특별시 은평구 신사동 21-14,거성리젠시,거성리젠시,거성리젠시,거성리젠시,1,아파트,1,28,2023-01-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000641,1138010900103480011,서울특별시,은평구,신사동,348-11,서울특별시 은평구 신사동 348-11,경남,경남,,,1,아파트,1,19,1996-09-06,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100248651,1138010900103660000,서울특별시,은평구,신사동,366,서울특별시 은평구 신사동 366,구암아파트,구암,구암아파트,구암아파트,1,아파트,1,27,2004-02-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120020297,1138010900103690000,서울특별시,은평구,신사동,369,서울특별시 은평구 신사동 369,굿모닝기룡아파트,굿모닝기룡(369-0),굿모닝기룡아파트,굿모닝기룡아파트,1,아파트,1,49,2005-10-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000642,1138010900103560000,서울특별시,은평구,신사동,356,서울특별시 은평구 신사동 356,뉴신사 신성아파트,뉴신사신성,뉴신사 신성아파트,뉴신사 신성아파트,1,아파트,2,167,1993-11-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100256764,1138010900103380007,서울특별시,은평구,신사동,338-7,서울특별시 은평구 신사동 338-7,뉴월드아파트,뉴월드,뉴월드아파트,뉴월드아파트,1,아파트,1,19,2004-12-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100248637,1138010900100390011,서울특별시,은평구,신사동,39-11,서울특별시 은평구 신사동 39-11,다원그린아파트,다원그린,다원그린아파트,다원그린아파트,1,아파트,1,12,2003-07-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120043192,1138010900100210008,서울특별시,은평구,신사동,21-8,서울특별시 은평구 신사동 21-8,대광아파트,대광,대광아파트,대광아파트,1,아파트,1,12,2006-06-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100256586,1138010900100010136,서울특별시,은평구,신사동,1-136,서울특별시 은평구 신사동 1-136,대운,대운,,,1,아파트,1,17,2001-03-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100256729,1138010900103680000,서울특별시,은평구,신사동,368,서울특별시 은평구 신사동 368,대주파크빌,대주파크빌,대주파크빌,대주파크빌,1,아파트,1,105,2004-06-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100248644,1138010900102630002,서울특별시,은평구,신사동,263-2,서울특별시 은평구 신사동 263-2,덕산아파트,덕산,덕산아파트,덕산아파트,1,아파트,1,19,2004-06-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000644,1138010900103540000,서울특별시,은평구,신사동,354,서울특별시 은평구 신사동 354,라이프 씨티아파트,라이프씨티,라이프 씨티아파트,라이프 씨티아파트,1,아파트,2,298,1992-12-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120089939,1138010900100290026,서울특별시,은평구,신사동,29-26,서울특별시 은평구 신사동 29-26,린든빌아파트,린든빌(29-26),린든빌아파트,린든빌아파트,1,아파트,1,12,2007-11-06,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100248640,1138010900102000016,서울특별시,은평구,신사동,200-16,서울특별시 은평구 신사동 200-16,명남(200-16),명남(200-16),,,1,아파트,1,10,2003-01-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000657,1138010900100230045,서울특별시,은평구,신사동,23-45,서울특별시 은평구 신사동 23-45,명남(23-45),명남(23-45),,,1,아파트,1,10,2002-11-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120381712,1138010900100190162,서울특별시,은평구,신사동,19-162,서울특별시 은평구 신사동 19-162,명남더블레스,명남더블레스(19-162),명남더블레스,명남더블레스,1,아파트,1,40,2018-12-03,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100248636,1138010900100390004,서울특별시,은평구,신사동,39-4,서울특별시 은평구 신사동 39-4,명남더블레스,명남더블레스(39-4),명남더블레스,명남더블레스,1,아파트,1,19,2003-03-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100051253,1138010900100390019,서울특별시,은평구,신사동,39-19,서울특별시 은평구 신사동 39-19,명남더블레스아파트,명남더블레스(39-19),명남더블레스아파트,명남더블레스아파트,1,아파트,1,12,2003-07-11,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100248641,1138010900102000115,서울특별시,은평구,신사동,200-115,서울특별시 은평구 신사동 200-115,명진(200-115),명진(200-115),,,1,아파트,1,10,2000-04-15,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100052741,1138010900103480007,서울특별시,은평구,신사동,348-7,서울특별시 은평구 신사동 348-7,명진아파트,명진(348-7),명진아파트,명진아파트,1,아파트,1,19,2003-12-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100256722,1138010900100390021,서울특별시,은평구,신사동,39-21,서울특별시 은평구 신사동 39-21,모델리안,모델리안1,모델리안,모델리안,1,아파트,1,12,2004-06-10,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120315414,1138010900102290024,서울특별시,은평구,신사동,229-24,서울특별시 은평구 신사동 229-24,미래하임,미래하임(아파트),미래하임,미래하임,1,아파트,1,28,2015-04-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000643,1138010900101400001,서울특별시,은평구,신사동,140-1,서울특별시 은평구 신사동 140-1,미성아파트,미성,미성아파트,미성아파트,1,아파트,5,570,1987-11-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120393021,1138010900102410002,서울특별시,은평구,신사동,241-2,서울특별시 은평구 신사동 241-2,벨로스아파트,벨로스아파트,벨로스아파트,벨로스아파트,1,아파트,1,37,2019-08-08,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100602655,1138010900100330010,서울특별시,은평구,신사동,33-10,서울특별시 은평구 신사동 33-10,부흥아파트,부흥아파트(33-10),부흥아파트,부흥아파트,1,아파트,1,19,2005-04-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000650,1138010900103590000,서울특별시,은평구,신사동,359,서울특별시 은평구 신사동 359,새절역현대아파트,현대1,새절역현대아파트,새절역현대아파트,1,아파트,5,445,1997-09-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100256689,1138010900100340006,서울특별시,은평구,신사동,34-6,서울특별시 은평구 신사동 34-6,새한아파트,새한,새한아파트,새한아파트,1,아파트,1,19,2004-10-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100051266,1138010900103480012,서울특별시,은평구,신사동,348-12,서울특별시 은평구 신사동 348-12,선정아파트,선정(348-12),선정아파트,선정아파트,1,아파트,1,14,2003-05-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120034896,1138010900100350002,서울특별시,은평구,신사동,35-2,서울특별시 은평구 신사동 35-2,선정아파트,선정(35-2),선정아파트,선정아파트,1,아파트,1,18,2006-01-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000658,1138010900102000028,서울특별시,은평구,신사동,200-28,서울특별시 은평구 신사동 200-28,성현,성현,,,1,아파트,1,16,2002-04-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120359063,1138010900100400002,서울특별시,은평구,신사동,40-2,서울특별시 은평구 신사동 40-2,세민하이파크,세민하이파크,세민하이파크,,1,아파트,1,44,2017-12-08,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120392855,1138010900100190147,서울특별시,은평구,신사동,19-147,서울특별시 은평구 신사동 19-147,승윤노블리안,승윤노블리안,승윤노블리안,승윤노블리안,1,아파트,1,32,2019-07-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100051270,1138010900103650000,서울특별시,은평구,신사동,365,서울특별시 은평구 신사동 365,신사동 한신 휴 플러스,신사동한신휴플러스,신사동 한신 휴 플러스,신사동 한신 휴 플러스,1,아파트,7,296,2003-11-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000647,1138010900103600000,서울특별시,은평구,신사동,360,서울특별시 은평구 신사동 360,신사성원아파트,신사성원,신사성원아파트,신사성원아파트,1,아파트,1,150,2000-04-11,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100256686,1138010900100090024,서울특별시,은평구,신사동,9-24,서울특별시 은평구 신사동 9-24,신사코아아파트,신사코아,신사코아아파트,신사코아아파트,1,아파트,1,18,2004-05-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120073331,1138010900100260020,서울특별시,은평구,신사동,26-20,서울특별시 은평구 신사동 26-20,신선아파트,신선,신선아파트,신선아파트,1,아파트,1,17,2007-09-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000646,1138010900103580000,서울특별시,은평구,신사동,358,서울특별시 은평구 신사동 358,신성수정아파트,신성수정,,신성수정아파트,1,아파트,1,180,1996-12-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000648,1138010900101550001,서울특별시,은평구,신사동,155-1,서울특별시 은평구 신사동 155-1,신성아파트,신성,신성아파트,신성아파트,1,아파트,2,238,1988-06-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120099300,1138010900100060005,서울특별시,은평구,신사동,6-5,서울특별시 은평구 신사동 6-5,신아굿모닝아파트,신아,신아굿모닝아파트,신아굿모닝아파트,1,아파트,2,19,2008-07-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100052735,1138010900103370005,서울특별시,은평구,신사동,337-5,서울특별시 은평구 신사동 337-5,신현아파트,신현,신현아파트,신현아파트,1,아파트,1,19,2003-11-07,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000645,1138010900103610000,서울특별시,은평구,신사동,361,서울특별시 은평구 신사동 361,신흥상가 삼부아파트,삼부,신흥상가 삼부아파트,신흥상가 삼부아파트,1,아파트,1,116,2001-06-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000649,1138010900102970000,서울특별시,은평구,신사동,297,서울특별시 은평구 신사동 297,씨티아파트,신사씨티,씨티아파트,씨티아파트,1,아파트,2,290,1993-11-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120299862,1138010900102410000,서울특별시,은평구,신사동,241,서울특별시 은평구 신사동 241,양지파크,양지파크,,,1,아파트,1,14,2014-10-06,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100052740,1138010900100340007,서울특별시,은평구,신사동,34-7,서울특별시 은평구 신사동 34-7,에코벨리,에코벨리,,,1,아파트,1,13,2003-02-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100000654,1138010900100110022,서울특별시,은평구,신사동,11-22,서울특별시 은평구 신사동 11-22,연세,연세,,,1,아파트,1,10,2002-12-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380120173242,1138010900102420000,서울특별시,은평구,신사동,242,서울특별시 은평구 신사동 242,예성그린아파트,예성그린,예성그린아파트,예성그린아파트,1,아파트,1,19,2013-03-11,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100248638,1138010900100390012,서울특별시,은평구,신사동,39-12,서울특별시 은평구 신사동 39-12,예승,예승,,,1,아파트,1,19,2001-06-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11380100256743,1138010900102780001,서울특별시,은평구,신사동,278-1,서울특별시 은평구 신사동 278-1,우공아파트 101동,우공101동,우공아파트 101동,우공아파트 101동,1,아파트,1,18,2004-08-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
