시도,자치구,시군구,법정동,지번,법정동코드,주소,대표단지명,단지명_공시가격,단지명_건축물대장,단지명_도로명주소,별칭,단지종류명,세대수,상태,입주예정월,최근분양권거래일,출처
서울특별시,강남구,,개포동,660-1,11680,,디에이치 퍼스티어 아이파크,디에이치 퍼스티어 아이파크,,,,아파트,,분양권,,2026-06-27,국토교통부 분양권/입주권 실거래
서울특별시,강남구,,대치동,964,11680,,디에이치 대치 에델루이,디에이치 대치 에델루이,,,,아파트,,분양권,,2025-07-14,국토교통부 분양권/입주권 실거래
서울특별시,강남구,,도곡동,540,11680,서울특별시 강남구 도곡동 540번지 일대(도곡삼호아파트 재건축정비사업조합),래미안 레벤투스,래미안 레벤투스,,,,아파트,,분양권,2026-10,2026-06-25,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,강남구,,삼성동,79,11680,,아크로삼성,아크로삼성,,,,아파트,,분양권,,2025-07-26,국토교통부 분양권/입주권 실거래
서울특별시,강남구,,청담동,134-18,11680,,청담 르엘,청담 르엘,,,,아파트,,분양권,,2026-05-18,국토교통부 분양권/입주권 실거래
서울특별시,강동구,,길동,336-1,11740,서울특별시 강동구 길동 336-1번지,디 아테온(THE ATHEON),디 아테온(THE ATHEON),,,,아파트,,입주예정,2026-07,,청약홈 APT 분양정보
서울특별시,강동구,,둔촌동,489,11740,서울특별시 강동구 둔촌동 489번지,올림픽파크 서한포레스트,올림픽파크 서한포레스트,,,,아파트,,분양권,2027-12,2026-02-26,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,강동구,,둔촌동,633,11740,,올림픽파크포레온,올림픽파크포레온,,,올파포|둔촌주공,아파트,12032,분양권,,2026-01-15,국토교통부 분양권/입주권 실거래|기존 보강
서울특별시,강동구,,상일동,43,11740,서울특별시 강동구 상일동 43번지 일원(서울고덕강일 공공주택지구 12블럭),고덕강일 대성베르힐,고덕강일 대성베르힐,,,,아파트,,입주예정,2027-10,,청약홈 APT 분양정보
서울특별시,강동구,,성내동,611,11740,,그란츠리버파크,그란츠리버파크,,,,아파트,,분양권,,2026-02-07,국토교통부 분양권/입주권 실거래
서울특별시,강동구,,성내동,459-3,11740,,에스아이팰리스올림픽공원아파트,에스아이팰리스올림픽공원아파트,,,,아파트,,분양권,,2025-09-28,국토교통부 분양권/입주권 실거래
서울특별시,강동구,,천호동,423-76,11740,,e편한세상 강동 프레스티지원,e편한세상 강동 프레스티지원,,,,아파트,,분양권,,2025-10-15,국토교통부 분양권/입주권 실거래
서울특별시,강동구,,천호동,410-100,11740,,더샵 강동센트럴시티,더샵 강동센트럴시티,,,,아파트,,분양권,,2026-05-04,국토교통부 분양권/입주권 실거래
서울특별시,강동구,,천호동,356,11740,,비오르(VIORR),비오르(VIORR),,,,아파트,,분양권,,2026-05-18,국토교통부 분양권/입주권 실거래
서울특별시,강북구,,미아동,791-364,11305,,북서울자이 폴라리스,북서울자이폴라리스,,,,아파트,1045,분양권,,2026-04-26,국토교통부 분양권/입주권 실거래|기존 보강
서울특별시,강북구,,미아동,232,11305,서울특별시 강북구 도봉로 232 (미아동),엘리프 미아역 1단지,엘리프 미아역 1단지,,,,아파트,,분양권,2026-08,2026-07-11,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,강북구,,미아동,222,11305,서울특별시 강북구 도봉로 222 (미아동),엘리프 미아역 2단지,엘리프 미아역 2단지,,,,아파트,,분양권,2026-08,2026-07-09,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,강북구,,미아동,705-1,11305,,한화 포레나 미아,한화 포레나 미아,,,,아파트,,분양권,,2026-06-11,국토교통부 분양권/입주권 실거래
서울특별시,강서구,,등촌동,366-24,11500,서울특별시 강서구 등촌동 366-24번지 일원,힐스테이트 등촌역,힐스테이트 등촌역,,,,아파트,,분양권,2026-10,2026-07-02,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,관악구,,봉천동,산101,11620,,힐스테이트 관악센트씨엘,힐스테이트 관악센트씨엘,,,,아파트,,분양권,,2026-05-28,국토교통부 분양권/입주권 실거래
서울특별시,관악구,,신림동,316-62,11620,,서울대벤처타운역 푸르지오,서울대벤처타운역 푸르지오,,,,아파트,,분양권,,2026-03-13,국토교통부 분양권/입주권 실거래
서울특별시,광진구,,광장동,583,11215,,포제스한강,포제스한강,,,,아파트,,분양권,,2026-02-25,국토교통부 분양권/입주권 실거래
서울특별시,광진구,,구의동,592-39,11215,서울특별시 광진구 구의동 592-39번지 일원,강변역 센트럴 아이파크,강변역 센트럴 아이파크,,,,아파트,,분양권,2026-11,2026-06-12,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,광진구,,자양동,870,11215,,이스트폴,이스트폴,,,,아파트,,분양권,,2025-08-04,국토교통부 분양권/입주권 실거래
서울특별시,구로구,,고척동,148-1,11530,서울특별시 구로구 고척동 148-1,고척 푸르지오 힐스테이트,고척 푸르지오 힐스테이트,,,,아파트,,분양권,2028-08,2026-07-04,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,구로구,,오류동,362,11530,,천왕역모아엘가트레뷰,천왕역모아엘가트레뷰,,,,아파트,,분양권,,2026-03-19,국토교통부 분양권/입주권 실거래
서울특별시,금천구,,시흥동,,11545,서울특별시 금천구 시흥동 220-2외 5필지,한신더휴 하이엔에듀포레,한신더휴 하이엔에듀포레,,,,아파트,,입주예정,2027-07,,청약홈 APT 분양정보
서울특별시,노원구,,공릉동,240-1,11350,서울특별시 노원구 공릉동 240-1,서울공릉 신혼희망타운(공공분양),서울공릉 신혼희망타운(공공분양),,,서울공릉지구 공공분양주택|서울공릉지구 신혼희망타운(공공분양) 추가 입주자 모집공고,아파트,,입주예정,2027-10,,청약홈 APT 분양정보
서울특별시,노원구,,공릉동,270-71,11350,서울특별시 노원구 공릉동 270-71번지,하우스토리 센트럴포레,하우스토리 센트럴포레,,,,아파트,,분양권,2027-06,2025-08-09,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,노원구,,월계동,85-7,11350,서울특별시 노원구 월계동 85-7번지 일대,서울원 아이파크,서울원 아이파크,,,,아파트,,분양권,2028-07,2026-07-10,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,도봉구,,도봉동,95,11320,,도봉 금호어울림 리버파크,도봉 금호어울림 리버파크,,,,아파트,,분양권,,2026-06-30,국토교통부 분양권/입주권 실거래
서울특별시,동대문구,,신설동,96-48,11230,,신설동역자이르네,신설동역자이르네,,,,아파트,,분양권,,2025-09-26,국토교통부 분양권/입주권 실거래
서울특별시,동대문구,,용두동,26-14,11230,,힐스테이트청량리메트로블,힐스테이트청량리메트로블,,,,아파트,,분양권,,2026-06-24,국토교통부 분양권/입주권 실거래
서울특별시,동대문구,,이문동,257-42,11230,,래미안 라그란데,래미안 라그란데,,,,아파트,,분양권,,2026-06-15,국토교통부 분양권/입주권 실거래
서울특별시,동대문구,,이문동,149-8,11230,,이문 아이파크 자이,이문아이파크자이,,,,아파트,4321,분양권,,2026-06-25,국토교통부 분양권/입주권 실거래|기존 보강
서울특별시,동대문구,,제기동,892-68,11230,서울특별시 동대문구 제기동 892-68번지 일원,제기동역 아이파크,제기동역 아이파크,,,,아파트,,분양권,2028-09,2026-06-13,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,동대문구,,청량리동,199,11230,,청량리 롯데캐슬 하이루체,청량리 롯데캐슬 하이루체,,,,아파트,,분양권,,2026-06-10,국토교통부 분양권/입주권 실거래
서울특별시,동대문구,,휘경동,172,11230,,휘경자이디센시아,휘경자이디센시아,,,,아파트,,분양권,,2026-05-11,국토교통부 분양권/입주권 실거래
서울특별시,동작구,,노량진동,154-7,11590,서울특별시 동작구 노량진동 154-7번지 일원,동작구수방사 공공분양주택,동작구수방사 공공분양주택,,,동작구수방사 공공분양주택(본청약),아파트,,입주예정,2028-12,,청약홈 APT 분양정보
서울특별시,동작구,,동작동,102,11590,,이수스위첸포레힐즈,이수스위첸포레힐즈,,,,아파트,,분양권,,2026-04-22,국토교통부 분양권/입주권 실거래
서울특별시,동작구,,사당동,155-4,11590,서울특별시 동작구 사당동 155-4번지 일원,힐스테이트 이수역센트럴,힐스테이트 이수역센트럴,,,,아파트,,입주예정,2028-04,,청약홈 APT 분양정보
서울특별시,동작구,,상도동,906,11590,,상도푸르지오클라베뉴,상도푸르지오클라베뉴,,,,아파트,,분양권,,2025-10-14,국토교통부 분양권/입주권 실거래
서울특별시,동작구,,신대방동,377-1,11590,서울특별시 동작구 신대방동 377-1번지 외 5필지,동작 보라매역 프리센트,동작 보라매역 프리센트,,,,아파트,,분양권,2026-10,2026-07-06,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,동작구,,신대방동,725,11590,,휴마레,휴마레,,,,아파트,,분양권,,2026-01-06,국토교통부 분양권/입주권 실거래
서울특별시,동작구,,흑석동,343,11590,,흑석리버파크자이,흑석리버파크자이,,,,아파트,,분양권,,2025-10-19,국토교통부 분양권/입주권 실거래
서울특별시,마포구,,공덕동,105-84,11440,서울특별시 마포구 공덕동 105-84 일원,마포자이힐스테이트 라첼스,마포자이힐스테이트 라첼스,,,,아파트,,분양권,2027-03,2026-05-27,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,마포구,,노고산동,129,11440,,빌리브디에이블,빌리브디에이블,,,,아파트,,분양권,,2026-05-05,국토교통부 분양권/입주권 실거래
서울특별시,마포구,,동교동,200-2,11440,서울특별시 마포구 동교동 200-2번지 일원,홍대입구역 센트럴 아르떼 해모로,홍대입구역 센트럴 아르떼 해모로,,,,아파트,,입주예정,2026-11,,청약홈 APT 분양정보
서울특별시,마포구,,신공덕동,14,11440,,신공덕아이파크,신공덕아이파크,,,,아파트,,분양권,,2025-12-29,국토교통부 분양권/입주권 실거래
서울특별시,마포구,,아현동,617-1,11440,서울특별시 마포구 아현동 617-1 일원,마포 에피트 어바닉,마포 에피트 어바닉,,,,아파트,,분양권,2028-07,2026-06-29,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,마포구,,아현동,613-10,11440,서울특별시 마포구 아현동 613-10번지 일원,마포 푸르지오 어반피스,마포 푸르지오 어반피스,,,,아파트,,입주예정,2027-03,,청약홈 APT 분양정보
서울특별시,서대문구,,남가좌동,289-54,11410,,DMC 가재울 아이파크,DMC 가재울 아이파크,,,,아파트,,분양권,,2026-04-03,국토교통부 분양권/입주권 실거래
서울특별시,서대문구,,영천동,69-20,11410,서울특별시 서대문구 영천동 69-20외 160필지,경희궁 유보라,경희궁 유보라,,,,아파트,,분양권,2026-07,2025-09-25,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,서대문구,,홍은동,11-111,11410,,서대문 센트럴 아이파크,서대문 센트럴 아이파크,,,,아파트,,분양권,,2026-06-23,국토교통부 분양권/입주권 실거래
서울특별시,서초구,,반포동,,,,래미안 원펜타스,래미안원펜타스,,,원펜타스|반포 원펜타스,아파트,641,,,,기존 보강
서울특별시,서초구,,반포동,1109,11650,서울특별시 서초구 반포동 1109번지 일대,래미안 트리니원,래미안트리니원,,,트리니원|반포 트리니원|반포 래미안 트리니원|반포주공1단지 3주구,아파트,2091,분양권,2026-08,2026-07-10,국토교통부 분양권/입주권 실거래|기존 보강|청약홈 APT 분양정보
서울특별시,서초구,,방배동,946-8,11650,서울특별시 서초구 방배동 946-8번지 일원,디에이치 방배,디에이치방배,,,DH방배|방배5구역,아파트,3064,분양권,2026-09,2026-04-22,국토교통부 분양권/입주권 실거래|기존 보강|청약홈 APT 분양정보
서울특별시,서초구,,방배동,818-14,11650,,래미안 원페를라,래미안 원페를라,,,,아파트,,분양권,,2026-06-10,국토교통부 분양권/입주권 실거래
서울특별시,서초구,,방배동,1018-1,11650,서울특별시 서초구 방배동 1018-1번지 일원,아크로 리츠카운티,아크로 리츠카운티,,,,아파트,,입주예정,2027-10,,청약홈 APT 분양정보
서울특별시,서초구,,잠원동,60-3,11650,,메이플자이,메이플자이,,,,아파트,3307,분양권,,2025-11-03,국토교통부 분양권/입주권 실거래|기존 보강
서울특별시,성동구,,성수동1가,656-421,11200,서울특별시 성동구 성수동1가 656-421번지 일대,오티에르 포레,오티에르 포레,,,,아파트,,분양권,2027-07,2025-09-26,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,성동구,,용답동,가-108-1,11200,,성동자이리버뷰,성동자이리버뷰,,,,아파트,,분양권,,2026-04-21,국토교통부 분양권/입주권 실거래
서울특별시,성동구,,용답동,253,11200,,청계SKVIEW,청계SKVIEW,,,,아파트,,분양권,,2025-09-12,국토교통부 분양권/입주권 실거래
서울특별시,성동구,,용답동,108-1,11200,서울특별시 성동구 용답동 108-1번지 일원,청계리버뷰자이,청계리버뷰자이,,,,아파트,,입주예정,2027-02,,청약홈 APT 분양정보
서울특별시,성동구,,행당동,128,11200,,라체르보푸르지오써밋,라체르보푸르지오써밋,,,,아파트,,분양권,,2026-05-11,국토교통부 분양권/입주권 실거래
서울특별시,성북구,,길음동,542-1,11290,,길음역롯데캐슬트윈골드,길음역롯데캐슬트윈골드,,,,아파트,,분양권,,2025-09-05,국토교통부 분양권/입주권 실거래
서울특별시,성북구,,보문동1가,196-11,11290,서울특별시 성북구 보문동1가 196-11일대,보문 센트럴 아이파크,보문 센트럴 아이파크,,,,아파트,,분양권,2026-09,2026-05-22,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,성북구,,보문동7가,139-1,11290,,DH팰리스타워,DH팰리스타워,,,,아파트,,분양권,,2025-09-04,국토교통부 분양권/입주권 실거래
서울특별시,성북구,,삼선동2가,296,11290,서울특별시 성북구 삼선동2가 296번지 일원,창경궁 롯데캐슬 시그니처,창경궁 롯데캐슬 시그니처,,,,아파트,,분양권,2027-04,2026-06-25,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,성북구,,장위동,62-1,11290,,장위자이레디언트(2단지),장위자이레디언트(2단지),,,장위자이레디언트(3단지)|장위자이레디언트(4단지),아파트,,분양권,,2026-05-27,국토교통부 분양권/입주권 실거래
서울특별시,성북구,,장위동,25-55,11290,서울특별시 성북구 장위동 25-55번지 일대,푸르지오 라디우스 파크,푸르지오 라디우스 파크,,,,아파트,,분양권,2027-03,2026-06-26,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,송파구,,송파동,171,11710,,잠실더샵루벤,잠실더샵루벤,,,,아파트,,분양권,,2025-07-09,국토교통부 분양권/입주권 실거래
서울특별시,송파구,,신천동,20-4,11710,,잠실 래미안아이파크,잠실 래미안아이파크,,,,아파트,,분양권,,2026-07-01,국토교통부 분양권/입주권 실거래
서울특별시,송파구,,신천동,17-6,11710,,잠실르엘,잠실르엘,,,르엘,아파트,1865,분양권,,2026-06-17,국토교통부 분양권/입주권 실거래|기존 보강
서울특별시,송파구,,오금동,67,11710,,송파더플래티넘,송파더플래티넘,,,,아파트,,분양권,,2025-11-24,국토교통부 분양권/입주권 실거래
서울특별시,영등포구,,당산동4가,91,11560,서울특별시 영등포구 당산동4가 91번지 일대,e편한세상 당산 리버파크,e편한세상 당산 리버파크,,,,아파트,,분양권,2028-03,2026-04-18,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,영등포구,,당산동6가,331-1,11560,,디마크당산,디마크당산,,,,아파트,,분양권,,2026-06-26,국토교통부 분양권/입주권 실거래
서울특별시,영등포구,,신길동,1280,11560,서울특별시 영등포구 신길동 1280 일원,서울대방 신혼희망타운 공공분양,서울대방 신혼희망타운 공공분양,,,서울대방 신혼희망타운 공공분양(본청약)|서울대방 신혼희망타운(공공분양) 잔여세대 입주자모집공고,아파트,,입주예정,2027-06,,청약홈 APT 분양정보
서울특별시,영등포구,,신길동,255-9,11560,,신길AK푸르지오,신길AK푸르지오,,,,아파트,,분양권,,2026-02-13,국토교통부 분양권/입주권 실거래
서울특별시,영등포구,,양평동1가,265-1,11560,,영등포자이 디그니티,영등포자이 디그니티,,,,아파트,,분양권,,2026-04-30,국토교통부 분양권/입주권 실거래
서울특별시,영등포구,,영등포동5가,32-8,11560,서울특별시 영등포구 영등포동5가 32-8번지 일원,리버센트 푸르지오 위브,리버센트 푸르지오 위브,,,,아파트,,분양권,2029-01,2025-10-03,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,은평구,,갈현동,467-1,11380,서울특별시 은평구 갈현동 467-1 번지 일대,연신내 양우내안애 퍼스티지,연신내 양우내안애 퍼스티지,,,,아파트,,입주예정,2028-03,,청약홈 APT 분양정보
서울특별시,은평구,,대조동,88,11380,서울특별시 은평구 대조동 88 89번지 일원,힐스테이트 메디알레,힐스테이트 메디알레,,,,아파트,,분양권,2026-10,2026-07-07,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,은평구,,수색동,419,11380,,DMCSK뷰아이파크포레,DMCSK뷰아이파크포레,,,,아파트,,분양권,,2025-09-29,국토교통부 분양권/입주권 실거래
서울특별시,은평구,,수색동,432,11380,,DMC아트포레자이,DMC아트포레자이,,,,아파트,,분양권,,2025-10-19,국토교통부 분양권/입주권 실거래
서울특별시,은평구,,신사동,170-12,11380,,새절역 두산위브 트레지움,새절역 두산위브 트레지움,,,,아파트,,분양권,,2026-06-20,국토교통부 분양권/입주권 실거래
서울특별시,은평구,,신사동,19-100,11380,,은평자이더스타,은평자이더스타,,,,아파트,,분양권,,2026-07-14,국토교통부 분양권/입주권 실거래
서울특별시,중구,,황학동,1756,11140,서울특별시 중구 황학동 1756번지 일원,청계 노르웨이숲,청계 노르웨이숲,,,,아파트,,입주예정,2028-07,,청약홈 APT 분양정보
서울특별시,중랑구,,망우동,506-1,11260,서울특별시 중랑구 망우동 506-1,상봉 센트럴 아이파크,상봉 센트럴 아이파크,,,,아파트,,입주예정,2030-03,,청약홈 APT 분양정보
서울특별시,중랑구,,상봉동,83-1,11260,서울특별시 중랑구 상봉동 83-1번지 일원,더샵 퍼스트월드,더샵 퍼스트월드,,,,아파트,,분양권,2029-08,2026-07-11,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
서울특별시,중랑구,,중화동,331-1,11260,,리버센 SK VIEW 롯데캐슬,리버센 SK VIEW 롯데캐슬,,,,아파트,,분양권,,2026-01-09,국토교통부 분양권/입주권 실거래
경기도,,가평군,달전리,284-7,41820,경기도 가평군 가평읍 달전리 284-7번지 일원,자라섬 수자인 리버페스타,자라섬 수자인 리버페스타,,,,아파트,,분양권,2027-09,2026-06-13,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,가평군,설악면 신천리,911,41820,,디엘본가평설악아파트,디엘본가평설악아파트,,,,아파트,,분양권,,2026-02-04,국토교통부 분양권/입주권 실거래
경기도,,가평군,청평리,81-18,41820,경기도 가평군 청평면 청평리 산81-18번지 일원,청평 수자인 더퍼스트,청평 수자인 더퍼스트,,,,아파트,,분양권,2027-09,2026-05-11,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,고양덕양구,도내동,,41281,경기도 고양시 덕양구 도내동 외 8개 동 일원 고양창릉 공공주택지구 내 S-3블록,고양 창릉 S3,고양창릉S3,,,창릉 S3|창릉S3|고양창릉 S-3블록 이익공유형 분양주택,아파트,1282,입주예정,2030-02,,LH 청약플러스|기존 보강
경기도,,고양덕양구,도내동,,41281,경기도 고양시 덕양구 도내동 외 8개 동 일원 고양창릉 공공주택지구 내 S-4블록,고양 창릉 S4,고양창릉S4,,,창릉 S4|창릉S4|고양창릉 S-4블록 공공분양주택,아파트,1024,입주예정,2030-03,,LH 청약플러스|기존 보강
경기도,,고양덕양구,성사동,405-8,41281,,원당역 롯데캐슬 스카이엘,원당역 롯데캐슬 스카이엘,,,,아파트,,분양권,,2026-05-05,국토교통부 분양권/입주권 실거래
경기도,,고양덕양구,신원동,591,41281,,힐스테이트삼송더카운티,힐스테이트삼송더카운티,,,,아파트,,분양권,,2026-01-05,국토교통부 분양권/입주권 실거래
경기도,,고양덕양구,원흥동,,41281,경기도 고양시 덕양구 원흥동 동산동 용두동 외 6개 동 일원 고양창릉 공공주택지구 내 A-4블록,고양창릉지구 A-4블록 신혼희망타운(공공분양),고양창릉지구 A-4블록 신혼희망타운(공공분양),,,고양창릉지구 A-4블록 신혼희망타운(공공분양)(본청약),아파트,,입주예정,2028-01,,청약홈 APT 분양정보
경기도,,고양덕양구,원흥동,,41281,경기도 고양시 덕양구 원흥동 동산동 용두동 외 6개동 일원,고양창릉지구 S-5블록 공공분양주택,고양창릉지구 S-5블록 공공분양주택,,,고양창릉지구 S-5블록 공공분양주택(본청약),아파트,,입주예정,2028-01,,청약홈 APT 분양정보
경기도,,고양덕양구,원흥동,,41281,경기도 고양시 덕양구 원흥동 동산동 용두동 외 6개동 일원,고양창릉지구 S-6블록 공공분양주택,고양창릉지구 S-6블록 공공분양주택,,,고양창릉지구 S-6블록 공공분양주택(본청약),아파트,,입주예정,2027-12,,청약홈 APT 분양정보
경기도,,고양덕양구,주교동,559-1,41281,경기도 고양시 덕양구 주교동 559-1번지 일대,고양 더샵포레나,고양 더샵포레나,,,,아파트,,분양권,2028-02,2026-07-06,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,고양덕양구,행신동,,41281,경기도 고양시 덕양구 행신동 고양창릉지구 내 S-1블록,고양 창릉 우미 린 그레니티(고양창릉 S-1BL) 공공분양주택(민간참여형),고양 창릉 우미 린 그레니티(고양창릉 S-1BL) 공공분양주택(민간참여형),,,,아파트,494,입주예정,2029-05,,LH 청약플러스
경기도,,고양일산동구,식사동,1126,41285,경기도 고양시 일산동구 식사동 1126번지 일대,식사 푸르지오 파크센트,식사 푸르지오 파크센트,,,,아파트,,입주예정,2028-06,,청약홈 APT 분양정보
경기도,,고양일산동구,식사동,1110,41285,경기도 고양시 일산동구 식사동 1110번지 일원(고양 풍동 2지구 3블럭),휴먼빌 일산 클래스원,휴먼빌 일산 클래스원,,,,아파트,,분양권,2027-04,2026-05-02,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,고양일산동구,장항동,529-26,41285,경기도 고양시 일산동구 장항동 529-26번지,고양 장항 아테라,고양 장항 아테라,,,,아파트,,입주예정,2027-05,,청약홈 APT 분양정보
경기도,,고양일산동구,장항동,658-65,41285,경기도 고양시 일산동구 장항동 658-65 일원(고양장항지구 B-1BL),고양 장항 제일풍경채,고양 장항 제일풍경채,,,,아파트,,입주예정,2026-12,,청약홈 APT 분양정보
경기도,,고양일산동구,장항동,,41285,경기도 고양시 일산동구 장항동 일산서구 대화동 일원,고양장항지구 S-1블록 공공분양주택,고양장항지구 S-1블록 공공분양주택,,,고양장항지구 S-1블록 공공분양주택 (본청약),아파트,,입주예정,2028-03,,청약홈 APT 분양정보
경기도,,고양일산동구,장항동,517-11,41285,경기도 고양시 일산동구 장항동 517-11번지 일원(고양 장항 공공주택지구 M-1블럭),고양 장항 카이브 유보라,고양 장항 카이브 유보라,,,,아파트,,입주예정,2028-07,,청약홈 APT 분양정보
경기도,,고양일산동구,풍동,822,41285,경기도 고양시 일산동구 풍동 822번지 일원,e편한세상 일산 메이포레 1단지,e편한세상 일산 메이포레 1단지,,,,아파트,,분양권,2027-03,2026-07-08,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,고양일산동구,풍동,852,41285,경기도 고양시 일산동구 풍동 852번지 일원,e편한세상 일산 메이포레 3단지,e편한세상 일산 메이포레 3단지,,,,아파트,,분양권,2027-03,2026-07-14,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,고양일산동구,풍동,가-,41285,,더샵일산퍼스트월드3단지,더샵일산퍼스트월드3단지,,,,아파트,,분양권,,2026-01-27,국토교통부 분양권/입주권 실거래
경기도,,과천시,,,41290,경기도 과천시 지식정보타운 공공주택지구 S2BL,과천 디에트르 퍼스티지(S2BL),과천 디에트르 퍼스티지(S2BL),,,,아파트,,입주예정,2027-05,,청약홈 APT 분양정보
경기도,,과천시,별양동,7,41290,경기도 과천시 별양동 7번지 일원,프레스티어자이,프레스티어자이,,,,아파트,,분양권,2027-10,2026-02-27,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,과천시,주암동,,41290,경기도 과천시 주암동 과천동 일원 과천주암지구 내 C2블록,과천주암지구 C2블록 신혼희망타운(공공분양),과천주암지구 C2블록 신혼희망타운(공공분양),,,과천주암지구 C2블록 신혼희망타운(공공분양)(본청약),아파트,,입주예정,2028-06,,청약홈 APT 분양정보
경기도,,과천시,주암동,63-9,41290,경기도 과천시 주암동 63-9번지 일원,디에이치 아델스타,디에이치 아델스타,,,,아파트,,입주예정,2028-09,,청약홈 APT 분양정보
경기도,,광명시,광명4동,158-403,41210,경기도 광명시 광명4동 158-403번지 및 철산4동 467-83번지 일원,힐스테이트 광명 11,힐스테이트 광명 11,,,,아파트,,분양권,2029-06,2026-07-02,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광명시,광명5동,275-3,41210,경기도 광명시 광명5동 275-3번지 일원,광명 롯데캐슬 시그니처,광명 롯데캐슬 시그니처,,,,아파트,,분양권,2027-10,2026-07-11,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광명시,광명동,88-14,41210,,광명센트럴아이파크,광명센트럴아이파크,,,,아파트,1957,분양권,,2026-06-02,국토교통부 분양권/입주권 실거래|기존 보강
경기도,,광명시,광명동,9-8,41210,,광명자이더샵포레나,광명자이더샵포레나,,,,아파트,,분양권,,2026-06-06,국토교통부 분양권/입주권 실거래
경기도,,광명시,광명동,78-38,41210,경기도 광명시 광명동 78-38,광명자이힐스테이트SKVIEW,광명자이힐스테이트SKVIEW,,,,아파트,,분양권,2027-07,2026-07-04,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광명시,광명동,373-3,41210,,광명 제10R구역 호반써밋 그랜드 에비뉴,광명 제10R구역 호반써밋 그랜드 에비뉴,,,,아파트,,분양권,,2026-02-05,국토교통부 분양권/입주권 실거래
경기도,,광명시,광명동,12-2,41210,,트리우스 광명,트리우스 광명,,,트리우스광명(1단지),아파트,,분양권,,2026-05-31,국토교통부 분양권/입주권 실거래
경기도,,광명시,광명동,18-1,41210,,트리우스광명(2단지),트리우스광명(2단지),,,,아파트,,분양권,,2026-05-23,국토교통부 분양권/입주권 실거래
경기도,,광명시,소하동,893-3,41210,,광명 소하 신원아침도시1,광명 소하 신원아침도시1,,,,아파트,,분양권,,2026-05-15,국토교통부 분양권/입주권 실거래
경기도,,광명시,소하동,883-18,41210,,광명 소하 신원아침도시2,광명 소하 신원아침도시2,,,,아파트,,분양권,,2026-02-25,국토교통부 분양권/입주권 실거래
경기도,,광명시,소하동,380-1,41210,경기도 광명시 소하동 380-1,광명 유승한내들 라포레,광명 유승한내들 라포레,,,,아파트,,분양권,2027-11,2026-02-28,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광명시,철산3동,472-267,41210,경기도 광명시 철산3동 472-267번지 일원,철산역자이,철산역자이,,,,아파트,,분양권,2029-05,2026-05-29,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광명시,철산동,235,41210,,철산자이더헤리티지,철산자이더헤리티지,,,,아파트,3804,분양권,,2026-07-06,국토교통부 분양권/입주권 실거래|기존 보강
경기도,,광명시,철산동,105,41210,,철산자이 브리에르,철산자이 브리에르,,,,아파트,,분양권,,2026-04-24,국토교통부 분양권/입주권 실거래
