name,region,min_price_억,mid_price_억,max_price_억,area_label,updated_at,source_note,price_source,transaction_count,latest_deal_date,source_url
마고정3단지센트레빌(310~322동)BL2-3,은평구,7.65,8.0,8.15,전용 59~60㎡,2026-03-07,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-03-07,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
백련산힐스테이트3차,은평구,7.9,8.02,8.37,전용 60~60㎡,2026-06-11,국토부 실거래 8건 · 10~90백분위,molit_csv,8,2026-06-11,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
백련산힐스테이트2차,은평구,7.6,8.18,8.5,전용 60~60㎡,2026-06-30,국토부 실거래 16건 · 10~90백분위,molit_csv,16,2026-06-30,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
e편한세상백련산,은평구,8.0,8.2,8.8,전용 60~60㎡,2026-06-06,국토부 실거래 8건 · 10~90백분위,molit_csv,8,2026-06-06,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
북한산래미안아파트(1단지),은평구,8.0,8.43,8.5,전용 60~60㎡,2026-04-14,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-04-14,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
백련산해모로,은평구,8.08,8.5,8.98,전용 51~60㎡,2026-06-19,국토부 실거래 14건 · 10~90백분위,molit_csv,14,2026-06-19,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
북한산힐스테이트1차아파트,은평구,8.17,8.5,8.8,전용 60~60㎡,2026-06-17,국토부 실거래 13건 · 10~90백분위,molit_csv,13,2026-06-17,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
북한산래미안아파트(2단지),은평구,8.2,8.55,9.5,전용 60~60㎡,2026-06-16,국토부 실거래 8건 · 10~90백분위,molit_csv,8,2026-06-16,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
북한산현대힐스테이트3차아파트,은평구,7.8,8.55,9.25,전용 60~60㎡,2026-06-27,국토부 실거래 25건 · 10~90백분위,molit_csv,25,2026-06-27,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
DMC우방,은평구,8.0,8.69,9.5,전용 60~60㎡,2026-05-16,국토부 실거래 10건 · 10~90백분위,molit_csv,10,2026-05-16,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
청구,은평구,8.4,8.72,8.9,전용 60~60㎡,2026-06-18,국토부 실거래 8건 · 10~90백분위,molit_csv,8,2026-06-18,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
백련산파크자이,은평구,8.71,9.0,9.29,전용 60~60㎡,2026-05-23,국토부 실거래 21건 · 10~90백분위,molit_csv,21,2026-05-23,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
북한산현대홈타운,은평구,8.4,9.05,9.5,전용 60~60㎡,2026-07-04,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-07-04,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
박석고개1단지힐스테이트(101~111동)BL2-12,은평구,8.8,9.07,9.1,전용 60~60㎡,2026-06-13,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-13,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
백련산힐스테이트4차,은평구,8.5,9.1,9.7,전용 60~60㎡,2026-07-05,국토부 실거래 15건 · 10~90백분위,molit_csv,15,2026-07-05,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
박석고개1단지힐스테이트(116~131동)BL2-1,은평구,9.1,9.3,9.8,전용 60~60㎡,2026-06-19,국토부 실거래 9건 · 10~90백분위,molit_csv,9,2026-06-19,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
백련산에스케이뷰아이파크,은평구,9.5,9.8,10.0,전용 60~60㎡,2026-04-03,국토부 실거래 13건 · 10~90백분위,molit_csv,13,2026-04-03,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
불광롯데캐슬,은평구,9.5,9.8,9.9,전용 60~60㎡,2026-04-01,국토부 실거래 10건 · 10~90백분위,molit_csv,10,2026-04-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
창신쌍용2,종로구,6.38,6.85,7.45,전용 55~55㎡,2026-05-23,국토부 실거래 12건 · 10~90백분위,molit_csv,12,2026-05-23,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
창신쌍용1,종로구,7.17,7.62,7.75,전용 55~55㎡,2026-05-30,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-05-30,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
두산,종로구,6.2,9.0,9.18,전용 60~60㎡,2026-06-22,국토부 실거래 15건 · 10~90백분위,molit_csv,15,2026-06-22,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
종로청계힐스테이트,종로구,8.5,9.49,9.6,전용 60~60㎡,2026-07-04,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-07-04,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
묵정,중구,4.45,5.0,5.73,전용 52~52㎡,2026-06-05,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-06-05,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신당블루카운티,중구,6.0,6.05,6.45,전용 60~60㎡,2026-04-22,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-04-22,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
롯데캐슬,중구,9.13,9.75,9.97,전용 60~60㎡,2026-05-06,국토부 실거래 22건 · 10~90백분위,molit_csv,22,2026-05-06,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
경남,중랑구,3.7,3.86,4.5,전용 53~60㎡,2026-06-16,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-06-16,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
라이프미성,중랑구,4.08,4.15,4.2,전용 59~60㎡,2026-07-02,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-07-02,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신도브래뉴,중랑구,4.5,4.7,4.95,전용 52~52㎡,2026-06-23,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-23,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신원,중랑구,4.2,4.82,5.0,전용 60~60㎡,2026-06-23,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-23,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
석탑,중랑구,4.7,4.85,5.0,전용 60~60㎡,2026-06-02,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-06-02,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
벽산,중랑구,4.6,4.9,5.1,전용 60~60㎡,2026-06-20,국토부 실거래 10건 · 10~90백분위,molit_csv,10,2026-06-20,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
동성3,중랑구,5.0,5.2,5.4,전용 59~59㎡,2026-05-28,국토부 실거래 10건 · 10~90백분위,molit_csv,10,2026-05-28,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
동성1,중랑구,5.1,5.3,5.78,전용 59~59㎡,2026-06-13,국토부 실거래 11건 · 10~90백분위,molit_csv,11,2026-06-13,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
동성7,중랑구,5.0,5.3,5.8,전용 59~59㎡,2026-06-29,국토부 실거래 9건 · 10~90백분위,molit_csv,9,2026-06-29,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
동성아파트,중랑구,4.87,5.35,5.48,전용 59~59㎡,2026-06-23,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-06-23,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
새한,중랑구,5.07,5.5,5.9,전용 60~60㎡,2026-07-01,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-07-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신내11대명,중랑구,5.2,5.5,5.6,전용 60~60㎡,2026-06-25,국토부 실거래 11건 · 10~90백분위,molit_csv,11,2026-06-25,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신성,중랑구,5.4,5.5,5.6,전용 60~60㎡,2026-04-16,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-04-16,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
한국,중랑구,3.8,5.62,5.7,전용 60~60㎡,2026-05-26,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-05-26,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신안2,중랑구,5.05,5.67,5.99,전용 60~60㎡,2026-07-01,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-07-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신안3,중랑구,5.2,5.67,5.77,전용 60~60㎡,2026-04-11,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-11,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
동부아파트,중랑구,5.38,5.72,6.3,전용 54~54㎡,2026-06-29,국토부 실거래 12건 · 10~90백분위,molit_csv,12,2026-06-29,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
면목한신,중랑구,5.68,5.77,6.6,전용 58~58㎡,2026-06-06,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-06-06,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신내,중랑구,5.35,5.78,6.0,전용 60~60㎡,2026-06-01,국토부 실거래 14건 · 10~90백분위,molit_csv,14,2026-06-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신안1,중랑구,5.6,5.8,5.9,전용 60~60㎡,2026-04-25,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-04-25,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
용마한신,중랑구,5.4,5.88,5.99,전용 59~59㎡,2026-04-17,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-04-17,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
아스테르아파트,중랑구,5.85,5.9,5.99,전용 51~56㎡,2026-05-14,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-05-14,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
포르투나,중랑구,5.9,5.93,5.97,전용 52~52㎡,2026-06-29,국토부 실거래 10건 · 10~90백분위,molit_csv,10,2026-06-29,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
성원상떼빌,중랑구,5.7,5.95,6.25,전용 60~60㎡,2026-05-30,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-05-30,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
금호어울림(580),중랑구,5.85,5.98,6.0,전용 60~60㎡,2026-05-27,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-05-27,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
면목삼익아파트,중랑구,5.9,6.0,6.3,전용 60~60㎡,2026-06-27,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-06-27,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
두산6,중랑구,5.8,6.07,6.25,전용 60~60㎡,2026-06-26,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-06-26,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
두산1,중랑구,6.0,6.24,6.3,전용 60~60㎡,2026-05-14,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-05-14,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신내6대주,중랑구,5.95,6.29,6.6,전용 60~60㎡,2026-06-26,국토부 실거래 26건 · 10~90백분위,molit_csv,26,2026-06-26,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
건영2차,중랑구,5.96,6.34,6.75,전용 57~57㎡,2026-07-07,국토부 실거래 8건 · 10~90백분위,molit_csv,8,2026-07-07,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
두산5,중랑구,6.5,6.94,7.0,전용 60~60㎡,2026-05-12,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-05-12,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
데시앙,중랑구,6.9,7.08,7.2,전용 60~60㎡,2026-05-02,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-05-02,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
늘푸른동아,중랑구,6.7,7.18,7.4,전용 60~60㎡,2026-06-26,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-26,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
태영데시앙1,중랑구,7.0,7.2,7.28,전용 60~60㎡,2026-04-04,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-04,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
브라운스톤태릉,중랑구,7.05,7.38,7.4,전용 59~59㎡,2026-06-03,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-06-03,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
경남아너스빌,중랑구,6.5,7.43,7.65,전용 60~60㎡,2026-04-28,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-04-28,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
우정아파트,중랑구,7.9,7.97,8.2,전용 57~57㎡,2026-06-10,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-10,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
한신아파트상가동유치원동(103~109),중랑구,7.0,8.2,8.55,전용 50~60㎡,2026-07-04,국토부 실거래 40건 · 10~90백분위,molit_csv,40,2026-07-04,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
이편한세상화랑대,중랑구,8.9,9.18,9.25,전용 60~60㎡,2026-05-14,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-05-14,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
한양수자인사가정파크,중랑구,8.1,9.5,9.85,전용 60~60㎡,2026-05-16,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-05-16,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
쌍용더플래티넘용마산,중랑구,9.2,9.69,9.7,전용 60~60㎡,2026-05-15,국토부 실거래 10건 · 10~90백분위,molit_csv,10,2026-05-15,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
라온프라이빗,중랑구,9.45,9.75,9.9,전용 60~60㎡,2026-05-22,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-05-22,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
