단지고유번호,필지고유번호,시도,시군구,일반구,읍면동,지번,주소,대표단지명,단지명_공시가격,단지명_건축물대장,단지명_도로명주소,단지종류코드,단지종류명,동수,세대수,사용승인일,원천데이터
28110100005431,2811011100100040001,인천광역시,중구,,관동3가,4-1,인천광역시 중구 관동3가 4-1,건흥,건흥,,,1,아파트,1,50,1977-09-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005429,2811011800100270107,인천광역시,중구,,항동7가,27-107,인천광역시 중구 항동7가 27-107,라이프아파트,라이프비취1차,라이프아파트,라이프아파트,1,아파트,3,546,1980-01-05,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100050252,2811011800100270107,인천광역시,중구,,항동7가,27-107,인천광역시 중구 항동7가 27-107,라이프아파트,라이프비취3차,라이프아파트,라이프아파트,1,아파트,8,608,1990-06-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100050251,2811011800100270107,인천광역시,중구,,항동7가,27-107,인천광역시 중구 항동7가 27-107,라이프아파트,라이프비취2차,라이프아파트,라이프아파트,1,아파트,5,854,1981-10-07,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005430,2811011800100910002,인천광역시,중구,,항동7가,91-2,인천광역시 중구 항동7가 91-2,연안아파트,연안아파트,연안아파트,연안아파트,1,아파트,16,694,1983-07-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120009214,2811012300100280014,인천광역시,중구,,신생동,28-14,인천광역시 중구 신생동 28-14,비치팰리스,비치팰리스,,,1,아파트,1,29,2005-11-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120073492,2811012300100330009,인천광역시,중구,,신생동,33-9,인천광역시 중구 신생동 33-9,롯데아파트,롯데아파트,,,1,아파트,1,8,2007-08-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100448819,2811012300100330023,인천광역시,중구,,신생동,33-23,인천광역시 중구 신생동 33-23,동민빌라트,동민빌라트702동,동민빌라트,동민빌라트,1,아파트,1,9,2002-09-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005432,2811012300100380005,인천광역시,중구,,신생동,38-5,인천광역시 중구 신생동 38-5,삼성아파트,삼성,삼성아파트,삼성아파트,1,아파트,3,270,2001-06-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005433,2811012500100080001,인천광역시,중구,,답동,8-1,인천광역시 중구 답동 8-1,로얄답동아파트,답동로얄맨션,로얄답동아파트,로얄답동아파트,1,아파트,2,166,2002-12-03,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120347967,2811012500100120003,인천광역시,중구,,답동,12-3,인천광역시 중구 답동 12-3,월드리치빌,월드리치빌,월드리치빌,월드리치빌,1,아파트,1,16,2017-02-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120395755,2811012500100430004,인천광역시,중구,,답동,43-4,인천광역시 중구 답동 43-4,아르누보,아르누보,아르누보,아르누보,1,아파트,1,70,2019-11-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100448820,2811012600100340001,인천광역시,중구,,신흥동1가,34-1,인천광역시 중구 신흥동1가 34-1,경남아너스빌아파트,경남아너스빌,경남아너스빌아파트,경남아너스빌아파트,1,아파트,8,408,2005-04-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005435,2811012600100340002,인천광역시,중구,,신흥동1가,34-2,인천광역시 중구 신흥동1가 34-2,인천신흥대림아파트,대림,인천신흥대림아파트,인천신흥대림아파트,1,아파트,3,240,2002-12-07,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005434,2811012600100340008,인천광역시,중구,,신흥동1가,34-8,인천광역시 중구 신흥동1가 34-8,풍림아파트,풍림,풍림아파트,풍림아파트,1,아파트,2,299,1996-12-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120433586,2811012600100340029,인천광역시,중구,,신흥동1가,34-29,인천광역시 중구 신흥동1가 34-29,품에지은,품에지은,품에지은,,1,아파트,1,80,2022-04-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120439446,2811012600100340034,인천광역시,중구,,신흥동1가,34-34,인천광역시 중구 신흥동1가 34-34,품에지은 2차,품에지은2차,품에지은 2차,,1,아파트,1,80,2022-09-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120399598,2811012600100340049,인천광역시,중구,,신흥동1가,34-49,인천광역시 중구 신흥동1가 34-49,홈유레카,홈유레카,홈유레카,홈유레카,1,아파트,1,33,2020-01-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100051995,2811012700100330000,인천광역시,중구,,신흥동2가,33,인천광역시 중구 신흥동2가 33,파인트리 아파트,파인트리아파트,파인트리 아파트,파인트리 아파트,1,아파트,1,16,2003-06-05,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005436,2811012700100500010,인천광역시,중구,,신흥동2가,50-10,인천광역시 중구 신흥동2가 50-10,신흥동누리타워,누리타워,신흥동누리타워,신흥동누리타워,1,아파트,1,95,1994-11-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005437,2811012700100540005,인천광역시,중구,,신흥동2가,54-5,인천광역시 중구 신흥동2가 54-5,삼익아파트,삼익,삼익아파트,삼익아파트,1,아파트,2,434,1979-05-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100051027,2811012800100070009,인천광역시,중구,,신흥동3가,7-9,인천광역시 중구 신흥동3가 7-9,한별프라이빌,한별프라이빌,한별프라이빌,한별프라이빌,1,아파트,1,143,2004-01-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005440,2811012800100070235,인천광역시,중구,,신흥동3가,7-235,인천광역시 중구 신흥동3가 7-235,신흥아이파크,신흥아이파크,신흥아이파크,신흥아이파크,1,아파트,9,1330,2002-10-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120444187,2811012800100310013,인천광역시,중구,,신흥동3가,31-13,인천광역시 중구 신흥동3가 31-13,인천유림 노르웨이숲 에듀오션,인천유림노르웨이숲에듀오션,인천유림 노르웨이숲 에듀오션,,1,아파트,3,520,2023-04-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120086628,2811012800100340014,인천광역시,중구,,신흥동3가,34-14,인천광역시 중구 신흥동3가 34-14,살기조은아파트,살기좋은아파트,살기조은아파트,살기조은아파트,1,아파트,1,12,2007-11-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120439054,2811012800100350002,인천광역시,중구,,신흥동3가,35-2,인천광역시 중구 신흥동3가 35-2,웨스턴휴,웨스턴휴,웨스턴휴,웨스턴휴,1,아파트,1,45,2022-09-06,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005438,2811012800100370009,인천광역시,중구,,신흥동3가,37-9,인천광역시 중구 신흥동3가 37-9,동영아파트,동영,동영아파트,동영아파트,1,아파트,1,40,1985-01-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005439,2811012800100530004,인천광역시,중구,,신흥동3가,53-4,인천광역시 중구 신흥동3가 53-4,항운아파트,항운,항운아파트,항운아파트,1,아파트,15,497,1982-12-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100448821,2811013200100180142,인천광역시,중구,,도원동,18-142,인천광역시 중구 도원동 18-142,희망,희망,,,1,아파트,1,8,2004-03-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005441,2811013200100410025,인천광역시,중구,,도원동,41-25,인천광역시 중구 도원동 41-25,뉴월드아파트,뉴월드,뉴월드아파트,뉴월드아파트,1,아파트,1,165,1994-11-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100051993,2811013300100830001,인천광역시,중구,,내동,83-1,인천광역시 중구 내동 83-1,성신파크뷰,성신,성신파크뷰,성신파크뷰,1,아파트,1,22,2003-10-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005442,2811013300100830005,인천광역시,중구,,내동,83-5,인천광역시 중구 내동 83-5,주상복합건물(신포스카이타워),신포스카이타워,주상복합건물(신포스카이타워) ,주상복합건물(신포스카이 타워),1,아파트,1,55,1998-12-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120427786,2811013600100010336,인천광역시,중구,,인현동,1-336,인천광역시 중구 인현동 1-336,인현동 1-336 공동주택 (인천광역시장) 인현동 우리집2,인현동우리집2,인현동 1-336 공동주택 (인천광역시장) 인현동 우리집2,,1,아파트,1,32,2021-07-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100448822,2811013600100030002,인천광역시,중구,,인현동,3-2,인천광역시 중구 인현동 3-2,뉴코아,뉴코아,,,1,아파트,1,95,1992-05-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100448823,2811013700100080013,인천광역시,중구,,전동,8-13,인천광역시 중구 전동 8-13,성한아파트,성한,성한아파트,성한아파트,1,아파트,1,12,2002-12-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120395756,2811013700100190005,인천광역시,중구,,전동,19-5,인천광역시 중구 전동 19-5,광백드림빌,광백드림빌,광백드림빌,광백드림빌,1,아파트,1,40,2019-11-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005443,2811013800100040246,인천광역시,중구,,북성동1가,4-246,인천광역시 중구 북성동1가 4-246,동일아파트,동일,동일아파트,동일아파트,1,아파트,2,140,1987-01-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005444,2811013900100050001,인천광역시,중구,,북성동2가,5-1,인천광역시 중구 북성동2가 5-1,선광아파트,선광,선광아파트,선광아파트,1,아파트,1,102,1996-10-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005445,2811014000100030007,인천광역시,중구,,북성동3가,3-7,인천광역시 중구 북성동3가 3-7,신일,신일,,,1,아파트,1,30,1977-12-10,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005446,2811014200100100001,인천광역시,중구,,송월동1가,10-1,인천광역시 중구 송월동1가 10-1,송월아파트,송월,송월아파트,송월아파트,1,아파트,11,340,1980-07-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120055991,2811014300100020005,인천광역시,중구,,송월동2가,2-5,인천광역시 중구 송월동2가 2-5,남경포브 아파트,남경포브,남경포브 아파트,남경포브 아파트,1,아파트,2,142,2006-09-15,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120443423,2811014500118710001,인천광역시,중구,,중산동,1871-1,인천광역시 중구 중산동 1871-1,e편한세상 영종국제도시 센텀베뉴,e편한세상영종국제도시센텀베뉴,e편한세상 영종국제도시 센텀베뉴,,1,아파트,16,1409,2023-03-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120163886,2811014500118710003,인천광역시,중구,,중산동,1871-3,인천광역시 중구 중산동 1871-3,하늘도시우미린2단지,하늘도시우미린2단지,하늘도시우미린2단지,하늘도시우미린2단지,1,아파트,9,1287,2012-08-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120440232,2811014500118710004,인천광역시,중구,,중산동,1871-4,인천광역시 중구 중산동 1871-4,영종국제도시 동원로얄듀크 마리나포레,영종국제도시동원로얄듀크마리나포레,영종국제도시 동원로얄듀크 마리나포레,영종국제도시 동원로얄듀크 마리나포레,1,아파트,6,412,2022-10-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120164719,2811014500118710005,인천광역시,중구,,중산동,1871-5,인천광역시 중구 중산동 1871-5,영종7단지엘에이치,영종7단지엘에이치,영종7단지엘에이치,영종7단지엘에이치,1,아파트,8,784,2012-09-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120172156,2811014500118720001,인천광역시,중구,,중산동,1872-1,인천광역시 중구 중산동 1872-1,영종신명스카이뷰주얼리,영종신명스카이뷰주얼리,영종신명스카이뷰주얼리,영종신명스카이뷰주얼리,1,아파트,7,1002,2013-02-05,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120162436,2811014500118720002,인천광역시,중구,,중산동,1872-2,인천광역시 중구 중산동 1872-2,인천영종 동보노빌리티아파트,인천영종동보노빌리티,인천영종 동보노빌리티아파트,인천영종 동보노빌리티아파트,1,아파트,8,585,2012-08-08,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120453761,2811014500118720003,인천광역시,중구,,중산동,1872-3,인천광역시 중구 중산동 1872-3,영종국제도시 수자인,영종국제도시수자인,영종국제도시 수자인,,1,아파트,8,447,2024-12-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120163266,2811014500118780001,인천광역시,중구,,중산동,1878-1,인천광역시 중구 중산동 1878-1,인천 영종 한양수자인 아파트,인천영종한양수자인,인천 영종 한양수자인 아파트,인천 영종 한양수자인 아파트,1,아파트,12,1304,2012-08-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120394688,2811014500118790001,인천광역시,중구,,중산동,1879-1,인천광역시 중구 중산동 1879-1,영종하늘도시 KCC스위첸,영종하늘도시KCC스위첸,영종하늘도시 KCC스위첸,영종하늘도시 KCC스위첸,1,아파트,12,752,2019-09-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120449803,2811014500118800002,인천광역시,중구,,중산동,1880-2,인천광역시 중구 중산동 1880-2,영종하늘도시 한신더휴2차,영종하늘도시한신더휴2차,영종하늘도시 한신더휴2차,,1,아파트,12,870,2024-01-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120164720,2811014500118810001,인천광역시,중구,,중산동,1881-1,인천광역시 중구 중산동 1881-1,하늘도시우미린1단지,하늘도시우미린1단지,하늘도시우미린1단지,하늘도시우미린1단지,1,아파트,12,1680,2012-09-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120374040,2811014500118810002,인천광역시,중구,,중산동,1881-2,인천광역시 중구 중산동 1881-2,스카이시티자이,스카이시티자이,스카이시티자이,스카이시티자이,1,아파트,10,1034,2018-07-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120164721,2811014500118870001,인천광역시,중구,,중산동,1887-1,인천광역시 중구 중산동 1887-1,인천 영종하늘도시 한라비발디아파트,영종하늘도시한라비발디,인천 영종하늘도시 한라비발디아파트,인천 영종하늘도시 한라비발디아파트,1,아파트,11,1365,2012-09-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120166287,2811014500118870002,인천광역시,중구,,중산동,1887-2,인천광역시 중구 중산동 1887-2,영종힐스테이트,영종힐스테이트,영종힐스테이트,영종힐스테이트,1,아파트,13,1628,2012-10-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120383891,2811014500118870004,인천광역시,중구,,중산동,1887-4,인천광역시 중구 중산동 1887-4,e편한세상 영종국제도시 오션하임,e편한세상영종국제도시오션하임,e편한세상 영종국제도시 오션하임,e편한세상 영종국제도시 오션하임,1,아파트,18,1520,2018-12-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120400876,2811014500118870005,인천광역시,중구,,중산동,1887-5,인천광역시 중구 중산동 1887-5,영종49단지행복주택,영종49단지행복주택,영종49단지행복주택,영종49단지행복주택,1,아파트,2,450,2020-02-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120438337,2811014500118880001,인천광역시,중구,,중산동,1888-1,인천광역시 중구 중산동 1888-1,호반써밋 스카이센트럴,호반써밋스카이센트럴,호반써밋 스카이센트럴,,1,아파트,6,534,2022-07-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120451247,2811014500118890001,인천광역시,중구,,중산동,1889-1,인천광역시 중구 중산동 1889-1,하늘도시 서한이다음,하늘도시서한이다음,하늘도시 서한이다음,,1,아파트,9,930,2024-05-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120394125,2811014500118890002,인천광역시,중구,,중산동,1889-2,인천광역시 중구 중산동 1889-2,영종국제도시 화성파크드림,영종국제도시화성파크드림,영종국제도시 화성파크드림,영종국제도시 화성파크드림,1,아파트,5,657,2019-09-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120384822,2811014500119110002,인천광역시,중구,,중산동,1911-2,인천광역시 중구 중산동 1911-2,영종국제도시한신더휴스카이파크,영종국제도시한신더휴스카이파크,영종국제도시한신더휴스카이파크,영종국제도시한신더휴스카이파크,1,아파트,4,562,2019-03-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120433155,2811014500119130001,인천광역시,중구,,중산동,1913-1,인천광역시 중구 중산동 1913-1,영종엘에이치67단지,영종엘에이치67단지,영종엘에이치67단지,,1,아파트,3,457,2022-03-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120124690,2811014600115500000,인천광역시,중구,,운남동,1550,인천광역시 중구 운남동 1550,영종 자이,영종자이,영종 자이,영종 자이,1,아파트,15,1022,2009-11-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120439043,2811014600115980001,인천광역시,중구,,운남동,1598-1,인천광역시 중구 운남동 1598-1,운서 SK VIEW skycity Ⅱ,운서SKVIEWskycityⅡ,운서 SK VIEW skycity Ⅱ,,1,아파트,12,909,2022-08-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120374470,2811014600116800002,인천광역시,중구,,운남동,1680-2,인천광역시 중구 운남동 1680-2,e편한세상 영종하늘도시,e편한세상영종하늘도시,e편한세상 영종하늘도시,e편한세상 영종하늘도시,1,아파트,8,577,2018-08-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120453065,2811014600116810002,인천광역시,중구,,운남동,1681-2,인천광역시 중구 운남동 1681-2,호반써밋 스카이센트럴 2차,호반써밋스카이센트럴2차,호반써밋 스카이센트럴 2차,,1,아파트,8,583,2024-10-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120453755,2811014600117090001,인천광역시,중구,,운남동,1709-1,인천광역시 중구 운남동 1709-1,영종베르힐 스카이시티,영종베르힐스카이시티,영종베르힐 스카이시티,,1,아파트,13,1224,2024-12-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120439495,2811014600117660002,인천광역시,중구,,운남동,1766-2,인천광역시 중구 운남동 1766-2,영종국제도시 화성파크드림2차,영종국제도시화성파크드림2차,영종국제도시 화성파크드림2차,영종국제도시 화성파크드림2차,1,아파트,8,499,2022-09-08,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120427618,2811014600117780000,인천광역시,중구,,운남동,1778,인천광역시 중구 운남동 1778,운서역푸르지오더스카이,운서역푸르지오더스카이,운서역푸르지오더스카이,운서역푸르지오더스카이,1,아파트,17,1445,2021-07-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120384109,2811014600117790000,인천광역시,중구,,운남동,1779,인천광역시 중구 운남동 1779,영종센트럴 푸르지오자이,영종센트럴푸르지오자이,영종센트럴 푸르지오자이,영종센트럴 푸르지오자이,1,아파트,19,1604,2019-02-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100257143,2811014700127080001,인천광역시,중구,,운서동,2708-1,인천광역시 중구 운서동 2708-1,풍림아이원아파트,풍림아이원6-1단지,풍림아이원아파트,풍림아이원아파트,1,아파트,6,240,2003-01-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005449,2811014700127080008,인천광역시,중구,,운서동,2708-8,인천광역시 중구 운서동 2708-8,영종풍림아이원아파트,풍림아이원6-2단지,영종풍림아이원아파트,풍림아이원아파트,1,아파트,8,295,2002-10-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100448824,2811014700127090003,인천광역시,중구,,운서동,2709-3,인천광역시 중구 운서동 2709-3,영종주공스카이빌아파트,주공스카이빌7단지,영종주공스카이빌아파트,영종주공스카이빌아파트705동,1,아파트,6,295,2002-05-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005447,2811014700127430001,인천광역시,중구,,운서동,2743-1,인천광역시 중구 운서동 2743-1,풍림아이원 아파트,풍림아이원5단지,풍림아이원 아파트,풍림아이원 아파트,1,아파트,4,110,2002-11-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005448,2811014700127440001,인천광역시,중구,,운서동,2744-1,인천광역시 중구 운서동 2744-1,풍림아이원 아파트,풍림아이원2단지2차,풍림아이원 아파트,풍림아이원 아파트,1,아파트,6,168,2002-11-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005450,2811014700127440002,인천광역시,중구,,운서동,2744-2,인천광역시 중구 운서동 2744-2,풍림아이원아파트,풍림아이원3단지,풍림아이원아파트,풍림아이원아파트,1,아파트,4,110,2002-11-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005451,2811014700127450002,인천광역시,중구,,운서동,2745-2,인천광역시 중구 운서동 2745-2,풍림아이원아파트,풍림아이원1단지,풍림아이원아파트,풍림아이원아파트,1,아파트,4,115,2002-11-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005452,2811014700127480001,인천광역시,중구,,운서동,2748-1,인천광역시 중구 운서동 2748-1,풍림 아이원아파트,풍림아이원2단지1차,풍림 아이원아파트,풍림 아이원아파트,1,아파트,19,650,2002-10-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100448825,2811014700127860001,인천광역시,중구,,운서동,2786-1,인천광역시 중구 운서동 2786-1,영종주공스카이빌아파트,주공스카이빌12단지,영종주공스카이빌아파트,영종주공스카이빌아파트,1,아파트,11,323,2001-01-06,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005453,2811014700127870001,인천광역시,중구,,운서동,2787-1,인천광역시 중구 운서동 2787-1,금호베스트빌 1단지,금호베스트빌1단지,금호베스트빌 1단지,,1,아파트,6,360,2002-06-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005454,2811014700127870002,인천광역시,중구,,운서동,2787-2,인천광역시 중구 운서동 2787-2,풍림아이원아파트,풍림아이원8단지,풍림아이원아파트,영종풍림아이원아파트,1,아파트,7,236,2003-01-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100005455,2811014700127880002,인천광역시,중구,,운서동,2788-2,인천광역시 중구 운서동 2788-2,영종2차 금호베스트빌,영종2차금호베스트빌,영종2차 금호베스트빌,영종2차 금호베스트빌,1,아파트,11,452,2003-01-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110100448826,2811014700127880006,인천광역시,중구,,운서동,2788-6,인천광역시 중구 운서동 2788-6,영종주공스카이빌아파트1001동,영종주공스카이빌10단지,,영종주공스카이빌아파트1001동,1,아파트,15,740,2001-07-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120118300,2811014700129230000,인천광역시,중구,,운서동,2923,인천광역시 중구 운서동 2923,영종 어울림1차,영종어울림1차,영종 어울림1차,영종 어울림1차,1,아파트,6,328,2009-02-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120126221,2811014700129240000,인천광역시,중구,,운서동,2924,인천광역시 중구 운서동 2924,영종 어울림 2차,영종어울림2차,영종 어울림 2차,영종 어울림 2차,1,아파트,4,160,2009-09-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120449804,2811014700130840001,인천광역시,중구,,운서동,3084-1,인천광역시 중구 운서동 3084-1,운서역 금강펜테리움,운서역금강펜테리움,운서역 금강펜테리움,,1,아파트,7,600,2024-01-15,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120432227,2811014700130990004,인천광역시,중구,,운서동,3099-4,인천광역시 중구 운서동 3099-4,운서역 반도유보라 퍼스티지,운서역반도유보라퍼스티지,운서역 반도유보라 퍼스티지,운서역 반도유보라 퍼스티지,1,아파트,6,450,2022-02-03,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120393383,2811014700131010001,인천광역시,중구,,운서동,3101-1,인천광역시 중구 운서동 3101-1,영종하늘도시유승한내들,영종하늘도시유승한내들,영종하늘도시유승한내들,영종하늘도시유승한내들,1,아파트,6,420,2019-07-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120380759,2811014700131020001,인천광역시,중구,,운서동,3102-1,인천광역시 중구 운서동 3102-1,영종엘에이치2단지,영종엘에이치2단지,영종엘에이치2단지,영종엘에이치2단지,1,아파트,5,990,2018-11-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120165459,2811014700131030009,인천광역시,중구,,운서동,3103-9,인천광역시 중구 운서동 3103-9,영종1단지엘에이치,영종1단지엘에이치,영종1단지엘에이치,영종1단지엘에이치,1,아파트,8,770,2012-10-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120432569,2811014700131040001,인천광역시,중구,,운서동,3104-1,인천광역시 중구 운서동 3104-1,운서 SK VIEW Skycity,운서SKVIEWSkycity,운서 SK VIEW Skycity,운서 SK VIEW Skycity,1,아파트,13,1153,2022-01-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28110120448044,2811014800113660008,인천광역시,중구,,운북동,1366-8,인천광역시 중구 운북동 1366-8,오션포레베네스트하우스,오션포레베네스트하우스,오션포레베네스트하우스,,1,아파트,11,1096,2023-10-10,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28140100005457,2814010100100430015,인천광역시,동구,,만석동,43-15,인천광역시 동구 만석동 43-15,만석1차아파트,만석1,만석1차아파트,만석1차아파트,1,아파트,3,125,1985-11-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28140100005459,2814010100100430079,인천광역시,동구,,만석동,43-79,인천광역시 동구 만석동 43-79,만석3차아파트,만석3,만석3차아파트,만석3차아파트,1,아파트,1,70,1991-08-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28140100005458,2814010100100710000,인천광역시,동구,,만석동,71,인천광역시 동구 만석동 71,만석아파트,만석2차,만석아파트,만석2차아파트,1,아파트,2,100,1987-10-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28140100005460,2814010100101220000,인천광역시,동구,,만석동,122,인천광역시 동구 만석동 122,만석비치타운 주공아파트,만석비치타운주공,만석비치타운 주공아파트,만석비치타운 주공아파트,1,아파트,7,624,2002-10-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28140100218616,2814010100101220000,인천광역시,동구,,만석동,122,인천광역시 동구 만석동 122,만석비치타운 주공아파트,만석비치타운,만석비치타운 주공아파트,만석비치타운 주공아파트,1,아파트,8,649,2002-10-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28140120293386,2814010100101270000,인천광역시,동구,,만석동,127,인천광역시 동구 만석동 127,만석 웰카운티아파트,만석웰카운티,만석 웰카운티아파트,만석 웰카운티아파트,1,아파트,3,178,2014-06-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28140100005465,2814010200100020007,인천광역시,동구,,화수동,2-7,인천광역시 동구 화수동 2-7,미륭아파트,미륭,미륭아파트,미륭아파트,1,아파트,14,560,1990-06-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28140100005466,2814010200100790004,인천광역시,동구,,화수동,79-4,인천광역시 동구 화수동 79-4,영풍아파트,영풍,영풍아파트,영풍아파트,1,아파트,5,359,2001-08-06,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28140100218617,2814010200103210000,인천광역시,동구,,화수동,321,인천광역시 동구 화수동 321,화도진그린빌 주공아파트,화도진그린빌,화도진그린빌 주공아파트,화도진그린빌 주공아파트,1,아파트,5,365,2001-10-22,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
28140100005473,2814010300100010000,인천광역시,동구,,송현동,1,인천광역시 동구 송현동 1,송현1차아파트,송현1차,송현1차아파트,송현1차아파트,1,아파트,11,500,1982-12-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
