공고번호,시도,자치구,시군구,법정동,대표단지명,세대수,상태,입주예정월,출처
2025000378,경기도,,용인처인구,고림동,용인 고진역 대광로제비앙,860,입주예정,2028-07,청약홈 분양정보 오픈API
2025000370,경기도,,양주시,덕계동,지웰 엘리움 양주 덕계역,1355,입주예정,2029-04,청약홈 분양정보 오픈API
2025000341,강원특별자치도,,춘천시,삼천동,춘천 레이크시티 2차 아이파크,218,입주예정,2028-09,청약홈 분양정보 오픈API
2025000302,인천광역시,,인천서구,,엘리프 검단 포레듀(AA32블록),669,입주예정,2028-03,청약홈 분양정보 오픈API
2025000353,서울특별시,송파구,,신천동,잠실 르엘,216,입주예정,2026-01,청약홈 분양정보 오픈API
2025000358,울산광역시,,울산중구,우정동,더폴 우정,316,입주예정,2029-08,청약홈 분양정보 오픈API
2025820014,경기도,,과천시,과천동,과천주암지구 C2블록 신혼희망타운(공공분양)(본청약),686,입주예정,2028-06,청약홈 분양정보 오픈API
2025000329,강원특별자치도,,원주시,AC-5블럭(무실동,원주역 우미 린 더 스텔라,927,입주예정,2029-05,청약홈 분양정보 오픈API
2025000340,부산광역시,,부산부산진구,전포동,서면 써밋 더뉴,919,입주예정,2031-04,청약홈 분양정보 오픈API
2025000338,충청북도,,충주시,연수동,충주연수 경남아너스빌 센터원,243,입주예정,2028-05,청약홈 분양정보 오픈API
2025000328,경기도,,과천시,주암동,디에이치 아델스타,348,입주예정,2028-09,청약홈 분양정보 오픈API
2025000266,경상남도,,김해시,삼계동,김해 삼계 동일스위트,299,입주예정,2026-01,청약홈 분양정보 오픈API
2025000350,경기도,,화성시,오산동,화성동탄2지구 C-14블록 6년 분양전환공공임대주택(본청약),610,입주예정,2028-07,청약홈 분양정보 오픈API
2025000311,부산광역시,,부산수영구,남천동,써밋 리미티드 남천,835,입주예정,2029-07,청약홈 분양정보 오픈API
2025820011,경기도,,남양주시,진접읍,남양주진접2 지구 A-4블록 신혼희망타운(공공분양) 입주자모집(본청약),255,입주예정,2028-04,청약홈 분양정보 오픈API
2025000316,경기도,,남양주시,진접읍,남양주진접2지구 A-1블록 공공분양주택 입주자모집(본청약),920,입주예정,2028-07,청약홈 분양정보 오픈API
2025820012,경기도,,구리시,갈매동,구리갈매역세권 A-1블록 신혼희망타운(공공분양)(본청약),1182,입주예정,2028-09,청약홈 분양정보 오픈API
2025000325,경기도,,남양주시,진접읍,왕숙 푸르지오 더 퍼스트 2단지 공공분양주택(본청약),587,입주예정,2028-06,청약홈 분양정보 오픈API
2025000324,경기도,,남양주시,진접읍,왕숙 푸르지오 더 퍼스트 1단지 공공분양주택(본청약),560,입주예정,2028-05,청약홈 분양정보 오픈API
2025000306,전북특별자치도,,정읍시,상동,정읍 상동 예다음2차,221,입주예정,2028-11,청약홈 분양정보 오픈API
2025000291,강원특별자치도,,춘천시,동면,춘천 동문 디 이스트 어반포레,569,입주예정,2028-10,청약홈 분양정보 오픈API
2025000281,전북특별자치도,,전주완산구,,전주 라온프라이빗 퍼스티브,507,입주예정,2028-03,청약홈 분양정보 오픈API
2025000270,서울특별시,동대문구,,제기동,제기동역 아이파크,82,입주예정,2028-09,청약홈 분양정보 오픈API
2025000260,경상남도,,창원진해구,자은동,트리븐 창원,434,입주예정,2028-08,청약홈 분양정보 오픈API
2025820013,경기도,,남양주시,퇴계원읍,남양주왕숙 A-2블록 신혼희망타운(공공분양)(본청약),401,입주예정,2028-08,청약홈 분양정보 오픈API
2025000326,경기도,,남양주시,퇴계원읍,남양주왕숙 A1블록 공공분양주택(본청약),629,입주예정,2028-08,청약홈 분양정보 오픈API
2025000312,대전광역시,,대전중구,선화동,선화동 참좋은아파트 우선분양전환 후 잔여세대(2차),2,입주예정,2027-01,청약홈 분양정보 오픈API
2025000305,충청북도,,청주서원구,사직동,청주 센텀 푸르지오 자이,1538,입주예정,2028-12,청약홈 분양정보 오픈API
2025000304,전라남도,,순천시,해룡면,광양만권경제자유구역 신대배후단지 B-6BL 중흥S-클래스 5단지,25,입주예정,2025-08,청약홈 분양정보 오픈API
2025000310,광주광역시,,광주동구,산수동,무등산 경남아너스빌 디원,293,입주예정,2028-04,청약홈 분양정보 오픈API
2025000298,강원특별자치도,,삼척시,교동,트리븐 삼척,418,입주예정,2028-08,청약홈 분양정보 오픈API
2025000290,부산광역시,,부산부산진구,가야동,가야역 롯데캐슬 스카이엘,725,입주예정,2026-01,청약홈 분양정보 오픈API
2025000287,경기도,,군포시,속달동,대야미역 금강펜테리움 레이크포레(B1BL),452,입주예정,2028-05,청약홈 분양정보 오픈API
2025000031,부산광역시,,부산동구,초량동,북항 월드메르디앙 그랑블루,68,입주예정,2025-08,청약홈 분양정보 오픈API
2025000300,제주특별자치도,,제주시,외도일동,외도 성원상떼빌,83,입주예정,2026-02,청약홈 분양정보 오픈API
2025000285,충청북도,,청주서원구,장성동,신분평 더웨이시티 제일풍경채,655,입주예정,2028-05,청약홈 분양정보 오픈API
2025000255,경기도,,의정부시,호원동,힐스테이트 회룡역파크뷰,674,입주예정,2026-04,청약홈 분양정보 오픈API
2025000189,경기도,,용인처인구,양지면,클러스터용인 경남아너스빌,997,입주예정,2028-12,청약홈 분양정보 오픈API
2024000694,부산광역시,,부산해운대구,재송동,르엘 리버파크 센텀,2070,입주예정,2030-05,청약홈 분양정보 오픈API
2025000303,충청남도,,부여군,부여읍,부여 골드클래스,413,입주예정,2027-05,청약홈 분양정보 오픈API
2025000282,대구광역시,,대구달서구,두류동,두류센트레빌 더 파크(조합원 취소분),27,입주예정,2025-08,청약홈 분양정보 오픈API
2025000274,경기도,,김포시,풍무동,해링턴플레이스 풍무(3BL),239,입주예정,2028-08,청약홈 분양정보 오픈API
2025000273,경기도,,김포시,풍무동,해링턴플레이스 풍무(2BL),664,입주예정,2028-08,청약홈 분양정보 오픈API
2025000271,경기도,,김포시,풍무동,해링턴플레이스 풍무(1BL),670,입주예정,2028-08,청약홈 분양정보 오픈API
2025000253,인천광역시,,인천서구,,검단호수공원역 중흥S-클래스,1010,입주예정,2028-08,청약홈 분양정보 오픈API
2025000248,충청남도,,아산시,신창면,아산 신창1차 광신프로그레스,450,입주예정,2026-09,청약홈 분양정보 오픈API
2025000275,광주광역시,,광주북구,신용동,힐스테이트 신용 더리버(조합원 취소분),15,입주예정,2025-08,청약홈 분양정보 오픈API
2025000280,경기도,,고양일산동구,대화동,고양장항지구 S-1블록 공공분양주택 (본청약),869,입주예정,2028-03,청약홈 분양정보 오픈API
2025820010,서울특별시,노원구,,공릉동,서울공릉지구 신혼희망타운(공공분양) 추가 입주자 모집공고,3,입주예정,2027-10,청약홈 분양정보 오픈API
2025000267,서울특별시,영등포구,,,리버센트 푸르지오 위브,175,입주예정,2029-01,청약홈 분양정보 오픈API
2025000254,경기도,,시흥시,은행동,시흥 은계 에피트,30,입주예정,2026-10,청약홈 분양정보 오픈API
2025000252,대전광역시,,대전중구,문화동,대전 문화공원 수자인,509,입주예정,2027-11,청약홈 분양정보 오픈API
2025000249,인천광역시,,인천연수구,청학동,송도역 한신더휴 프레스턴,208,입주예정,2028-04,청약홈 분양정보 오픈API
2025000247,전라남도,,해남군,해남읍,파크레스트 해남,294,입주예정,2027-07,청약홈 분양정보 오픈API
2025000242,경기도,,이천시,부발읍,부발역 에피트 에디션,706,입주예정,2028-02,청약홈 분양정보 오픈API
2025000239,대구광역시,,대구수성구,범어동,대구 범어 2차 아이파크,92,입주예정,2025-11,청약홈 분양정보 오픈API
2025000237,울산광역시,,울산중구,우정동,울산 우정 에피트(조합원 취소분),55,입주예정,2027-01,청약홈 분양정보 오픈API
2025000222,경기도,,김포시,고촌읍,오퍼스 한강 스위첸,1029,입주예정,2028-08,청약홈 분양정보 오픈API
2025000207,경기도,,평택시,고덕동,고덕 자연앤 하우스디(A4BL)(국민),328,입주예정,2028-02,청약홈 분양정보 오픈API
2025000206,경기도,,평택시,고덕동,고덕 자연앤 하우스디(A4BL)(민영),189,입주예정,2028-02,청약홈 분양정보 오픈API
2025000203,대전광역시,,대전중구,선화동,대전 하늘채 루시에르(1회차),657,입주예정,2029-07,청약홈 분양정보 오픈API
2025000163,부산광역시,,부산부산진구,부전동,쌍용 더 플래티넘 서면,432,입주예정,2029-07,청약홈 분양정보 오픈API
2025000105,부산광역시,,부산동래구,온천동,쌍용 더 플래티넘 동래 아시아드,137,입주예정,2028-08,청약홈 분양정보 오픈API
2025000263,경기도,,광주시,탄벌동,광주 탄벌 서희스타힐스 2단지,34,입주예정,2025-08,청약홈 분양정보 오픈API
2025000262,경기도,,광주시,탄벌동,광주 탄벌 서희스타힐스 1단지,32,입주예정,2025-08,청약홈 분양정보 오픈API
2025000258,경기도,,평택시,장안동,브레인시티 메디스파크 로제비앙 모아엘가,1215,입주예정,2028-05,청약홈 분양정보 오픈API
2025000250,서울특별시,성동구,,,오티에르 포레,88,입주예정,2027-07,청약홈 분양정보 오픈API
2025000244,충청남도,,아산시,탕정면,아산탕정자이 센트럴시티(A2BL),1238,입주예정,2028-02,청약홈 분양정보 오픈API
2025000257,경상남도,,양산시,평산동,양산자이 파크팰리체,842,입주예정,2028-07,청약홈 분양정보 오픈API
2025000246,경기도,,안양만안구,박달2동,호현 센트럴 아이파크,144,입주예정,2028-05,청약홈 분양정보 오픈API
2025000238,광주광역시,,광주남구,봉선동,봉선동 르오네뜨 2차,56,입주예정,2027-12,청약홈 분양정보 오픈API
2025000233,경기도,,광주시,역동,해링턴 스퀘어 리버파크,817,입주예정,2029-10,청약홈 분양정보 오픈API
2025000205,경기도,,용인기흥구,동백동,동백호수공원 두산위브더제니스(조합원 취소분),18,입주예정,2025-11,청약홈 분양정보 오픈API
2025000234,부산광역시,,부산사하구,장림동,ESTIA 신장림 센트럴,108,입주예정,2026-06,청약홈 분양정보 오픈API
2025000227,충청북도,,청주상당구,방서동,동남 하늘채 에디크 공공분양주택,650,입주예정,2028-03,청약홈 분양정보 오픈API
2025000226,대전광역시,,대전동구,천동,리더스시티 5블록(보류지) 공공분양주택,1,입주예정,2025-08,청약홈 분양정보 오픈API
2025000192,대구광역시,,대구수성구,범어동,어나드 범어,604,입주예정,2026-01,청약홈 분양정보 오픈API
2025000217,광주광역시,,광주광산구,,선운지구다사로움 공가세대 일반공급,28,입주예정,2025-08,청약홈 분양정보 오픈API
2025000199,경기도,,평택시,진위면,진위역 서희스타힐스 더 파크뷰(3차),53,입주예정,2027-02,청약홈 분양정보 오픈API
2025000179,경기도,,여주시,홍문동,여주역 로제비앙 더센텀,744,입주예정,2028-04,청약홈 분양정보 오픈API
2025000197,경기도,,안성시,옥산동,안성 아양지구 B-3-1BL 영무예다음,288,입주예정,2028-05,청약홈 분양정보 오픈API
2025820009,경기도,,성남수정구,창곡동,성남복정1 A2블록 신혼희망타운(공공분양) 잔여세대 입주자모집,1,입주예정,2025-12,청약홈 분양정보 오픈API
2025820008,서울특별시,영등포구,,신길동,서울대방 신혼희망타운(공공분양) 잔여세대 입주자모집공고,2,입주예정,2027-06,청약홈 분양정보 오픈API
2025000200,경기도,,평택시,,평택 고덕국제신도시 A48블록 금성백조 예미지,431,입주예정,2026-08,청약홈 분양정보 오픈API
2025000196,경기도,,오산시,벌음동,오산 세교2지구 A12블록 공공분양주택 입주자모집,433,입주예정,2027-11,청약홈 분양정보 오픈API
2025000191,광주광역시,,광주남구,월산동,두산위브 트레지움 월산,71,입주예정,2026-12,청약홈 분양정보 오픈API
2025000178,전라남도,,광양시,마동,더샵 광양레이크센텀 (2회차),208,입주예정,2027-01,청약홈 분양정보 오픈API
2025000195,서울특별시,강동구,,길동,디 아테온(THE ATHEON),64,입주예정,2026-07,청약홈 분양정보 오픈API
2025000194,서울특별시,강동구,,상일동,고덕강일 대성베르힐,613,입주예정,2027-10,청약홈 분양정보 오픈API
2025820007,경기도,,부천시,괴안동,부천괴안 B-1블록 신혼희망타운(공공분양) 추가모집,1,입주예정,2025-11,청약홈 분양정보 오픈API
2025820006,경기도,,의왕시,월암동,의왕월암 A-3블록 신혼희망타운(공공분양) 추가입주자 모집,77,입주예정,2028-04,청약홈 분양정보 오픈API
2025820004,경기도,,의왕시,월암동,의왕월암 A-1블록 신혼희망타운(공공분양) 추가입주자 모집,111,입주예정,2027-11,청약홈 분양정보 오픈API
2025000167,서울특별시,중랑구,,중화동,리버센 SK VIEW 롯데캐슬,30,입주예정,2025-06,청약홈 분양정보 오픈API
2025000118,경기도,,평택시,공동,평택 브레인시티 10BL 앤네이처 미래도,1413,입주예정,2028-07,청약홈 분양정보 오픈API
2025000186,광주광역시,,광주서구,마륵동,상무 양우내안애 퍼스트힐(조합원 취소분),10,입주예정,2026-05,청약홈 분양정보 오픈API
2025000190,전북특별자치도,,완주군,이서면,전주·완주 혁신도시 에코르 2단지 공가세대 일반공급,28,입주예정,2025-06,청약홈 분양정보 오픈API
2025000177,서울특별시,은평구,,대조동,힐스테이트 메디알레,483,입주예정,2026-10,청약홈 분양정보 오픈API
2025000176,경상북도,,의성군,의성읍,의성 골든렉시움,90,입주예정,2025-06,청약홈 분양정보 오픈API
2025000152,경기도,,화성시,산척동,동탄 포레파크 자연앤 푸르지오(A76-2BL)(국민),1121,입주예정,2028-07,청약홈 분양정보 오픈API
2025000150,경기도,,화성시,산척동,동탄 포레파크 자연앤 푸르지오(A76-2BL)(민영),403,입주예정,2028-07,청약홈 분양정보 오픈API
2025000148,대구광역시,,대구동구,신천동,벤처밸리 푸르지오,540,입주예정,2026-04,청약홈 분양정보 오픈API
2025000147,경기도,,화성시,산척동,동탄 꿈의숲 자연앤 데시앙(A78BL),1170,입주예정,2028-06,청약홈 분양정보 오픈API
2025000053,부산광역시,,부산금정구,부곡동,더샵 금정위버시티(조합원 취소분),30,입주예정,2027-02,청약홈 분양정보 오픈API
2025000164,서울특별시,구로구,,고척동,고척 푸르지오 힐스테이트,576,입주예정,2028-08,청약홈 분양정보 오픈API
2025000165,부산광역시,,부산강서구,강동동,에코델타시티 중흥S-클래스 에듀리버,728,입주예정,2028-06,청약홈 분양정보 오픈API
2025820003,경기도,,부천시,,e편한세상 대장 퍼스티움(부천대장 A-6BL) 신혼희망타운(공공분양),461,입주예정,2027-11,청약홈 분양정보 오픈API
2025820002,경기도,,부천시,,e편한세상 대장 퍼스티움(부천대장 A-5BL) 신혼희망타운(공공분양),638,입주예정,2027-11,청약홈 분양정보 오픈API
2025000168,대구광역시,,대구수성구,지산동,더파크 수성못,108,입주예정,2025-09,청약홈 분양정보 오픈API
2025000161,경상북도,,안동시,용상동,트리븐 안동,418,입주예정,2028-12,청약홈 분양정보 오픈API
2025000160,경기도,,부천오정구,병방동,부천대장 A8블록 공공분양(본청약),392,입주예정,2028-01,청약홈 분양정보 오픈API
2025000158,경기도,,부천시,삼정동,부천대장 A7블록 공공분양(본청약),473,입주예정,2028-01,청약홈 분양정보 오픈API
2025000139,경기도,,고양덕양구,주교동,고양 더샵포레나,636,입주예정,2028-02,청약홈 분양정보 오픈API
2025000157,부산광역시,,부산해운대구,중동,해운대경동리인뷰,166,입주예정,2028-08,청약홈 분양정보 오픈API
2025000127,경기도,,수원장안구,이목동,북수원이목지구 대방 디에트르 더 리체Ⅱ(A3BL),1744,입주예정,2028-05,청약홈 분양정보 오픈API
2025000151,부산광역시,,부산부산진구,,디 에이션 파크 부산,69,입주예정,2025-05,청약홈 분양정보 오픈API
2025000149,충청남도,,서산시,성연면,서산 테크노밸리 고운하이츠 우선분양전환 후 잔여세대,93,입주예정,2025-05,청약홈 분양정보 오픈API
2025000154,인천광역시,,인천연수구,송도동,더샵 송도마리나베이(조합원 자격상실세대 3회차),1,입주예정,2025-05,청약홈 분양정보 오픈API
2025000145,충청남도,,천안서북구,성성동,성성자이 레이크파크(2회차),221,입주예정,2028-02,청약홈 분양정보 오픈API
2025000144,부산광역시,,부산장안지구,장안읍,부산 장안지구 우미 린 프리미어,419,입주예정,2027-12,청약홈 분양정보 오픈API
2025000135,서울특별시,중구,,황학동,청계 노르웨이숲,97,입주예정,2028-07,청약홈 분양정보 오픈API
2025000134,인천광역시,,인천미추홀구,학익동,시티오씨엘 7단지,1453,입주예정,2028-11,청약홈 분양정보 오픈API
2025000129,경기도,,의왕시,,제일풍경채 의왕고천(본청약),466,입주예정,2026-03,청약홈 분양정보 오픈API
2025000113,부산광역시,,부산사하구,당리동,더샵 당리센트리체,358,입주예정,2027-07,청약홈 분양정보 오픈API
2025000107,울산광역시,,울산울주군,범서읍,태화강 에피트,307,입주예정,2027-07,청약홈 분양정보 오픈API
2025000101,경상남도,,양산시,중부동,우방아이유쉘 중부센트럴,34,입주예정,2026-03,청약홈 분양정보 오픈API
2025000094,경기도,,부천오정구,,원종 휴먼빌 클라츠,255,입주예정,2027-05,청약홈 분양정보 오픈API
2025000112,경기도,,부천오정구,고강동,고강역 신원아침도시 퍼스티지,47,입주예정,2026-08,청약홈 분양정보 오픈API
2025000115,경기도,,용인처인구,남동,용인 푸르지오 원클러스터 3단지,239,입주예정,2028-02,청약홈 분양정보 오픈API
2025000114,경기도,,용인처인구,남동,용인 푸르지오 원클러스터 2단지,1804,입주예정,2028-02,청약홈 분양정보 오픈API
2025000116,경기도,,양주시,회정동,회천중앙역 로제비앙 그랜드센텀,642,입주예정,2026-12,청약홈 분양정보 오픈API
2025000098,인천광역시,,인천부평구,산곡1동,해링턴 스퀘어 산곡역,1248,입주예정,2028-06,청약홈 분양정보 오픈API
2025000109,부산광역시,,부산해운대구,중동,해운대 하이루프33,44,입주예정,2025-08,청약홈 분양정보 오픈API
2025000104,경기도,,남양주시,평내동,두산위브더제니스 평내호평역 N49,548,입주예정,2029-05,청약홈 분양정보 오픈API
2025000100,충청북도,,청주흥덕구,문암동,청주테크노폴리스 아테라 2차(A7BL),576,입주예정,2028-02,청약홈 분양정보 오픈API
2025000091,경기도,,용인처인구,남사읍,힐스테이트 용인마크밸리,660,입주예정,2027-12,청약홈 분양정보 오픈API
2025000081,경기도,,양주시,남방동,양주역 제일풍경채 위너스카이,702,입주예정,2029-01,청약홈 분양정보 오픈API
2025000099,경기도,,구리시,수택동,구리 한양립스,68,입주예정,2027-11,청약홈 분양정보 오픈API
2025000093,경기도,,하남시,천현동,교산 푸르지오 더 퍼스트(본청약),1115,입주예정,2029-06,청약홈 분양정보 오픈API
2025000089,강원특별자치도,,강릉시,홍제동,강릉 영무예다음 어반포레,148,입주예정,2028-03,청약홈 분양정보 오픈API
2025000085,충청북도,,충주시,호암동,한화포레나 충주호암(조합원 취소분),148,입주예정,2027-08,청약홈 분양정보 오픈API
2025000084,부산광역시,,부산강서구,강동동,에코델타시티 아테라(24BL),1025,입주예정,2028-03,청약홈 분양정보 오픈API
2025000076,경기도,,김포시,풍무동,풍무역 롯데캐슬 시그니처,720,입주예정,2028-07,청약홈 분양정보 오픈API
2025000075,경상북도,,포항남구,대잠동,힐스테이트 더샵 상생공원 1단지,999,입주예정,2027-09,청약홈 분양정보 오픈API
2025000052,대전광역시,,대전서구,,대전 도마·변동 11구역 호반써밋 그랜드센트럴(조합원 취소분),4,입주예정,2025-04,청약홈 분양정보 오픈API
2025000048,경상남도,,창원진해구,여좌동,창원 메가시티 자이앤위브,2041,입주예정,2028-12,청약홈 분양정보 오픈API
2025000026,부산광역시,,부산동래구,낙민동,동래 반도 유보라,400,입주예정,2026-11,청약홈 분양정보 오픈API
2025000079,대전광역시,,대전동구,판암동,판암동 참좋은아파트 우선분양전환 후 잔여세대,29,입주예정,2025-05,청약홈 분양정보 오픈API
2025000078,대전광역시,,대전중구,선화동,선화동 참좋은아파트 우선분양전환 후 잔여세대,123,입주예정,2025-05,청약홈 분양정보 오픈API
2025000064,강원특별자치도,,원주시,(무실동,원주역 중흥S-클래스,508,입주예정,2028-06,청약홈 분양정보 오픈API
2025000063,대구광역시,,대구중구,남산동,반월당역 반도유보라,147,입주예정,2025-12,청약홈 분양정보 오픈API
2025000021,인천광역시,,인천미추홀구,용현동,용현 우방 아이유쉘 센트럴마린,196,입주예정,2026-12,청약홈 분양정보 오픈API
2024000749,전북특별자치도,,전주완산구,,본 아르떼 리버뷰,277,입주예정,2025-04,청약홈 분양정보 오픈API
2025000047,경상북도,,안동시,용상동,안동 용상 하늘채 리버스카이,548,입주예정,2027-10,청약홈 분양정보 오픈API
2025000043,경기도,,부천원미구,,부천 JY 포에시아,55,입주예정,2025-04,청약홈 분양정보 오픈API
2025000032,경기도,,성남분당구,,성남판교 산운마을9단지 대방노블랜드 아파트 우선 분양전환 후 잔여세대(15세대),15,입주예정,2025-04,청약홈 분양정보 오픈API
2025000037,울산광역시,,울산남구,신정동,문수로 센트레빌 에듀리체,368,입주예정,2028-03,청약홈 분양정보 오픈API
2025000028,대구광역시,,대구동구,신천동,e편한세상 동대구역 센텀스퀘어,322,입주예정,2025-11,청약홈 분양정보 오픈API
2025000025,광주광역시,,광주남구,진월동,진월 더리브 라포레,111,입주예정,2027-10,청약홈 분양정보 오픈API
2025000020,인천광역시,,인천미추홀구,숭의동,e편한세상 제물포역 파크메종(조합원 취소분),29,입주예정,2026-07,청약홈 분양정보 오픈API
2025000036,충청남도,,천안서북구,업성동,e편한세상 성성호수공원,1498,입주예정,2028-02,청약홈 분양정보 오픈API
2025000030,경상남도,,김해시,삼문동,이안 센트럴포레 장유 2단지,10,입주예정,2025-03,청약홈 분양정보 오픈API
2025000029,경상남도,,김해시,삼문동,이안 센트럴포레 장유 1단지,11,입주예정,2025-03,청약홈 분양정보 오픈API
2025000027,울산광역시,,울산중구,우정동,우정동 한양립스 더 센트럴,99,입주예정,2026-04,청약홈 분양정보 오픈API
2025000005,부산광역시,,부산연제구,거제동,거제역 양우내안애 아시아드,168,입주예정,2026-09,청약홈 분양정보 오픈API
2025000017,대구광역시,,대구달서구,두류동,두류센트레빌 더 파크,52,입주예정,2025-04,청약홈 분양정보 오픈API
2025000015,광주광역시,,광주북구,,광주첨단2지구 사랑으로 부영 분양전환 후 잔여세대,176,입주예정,2025-03,청약홈 분양정보 오픈API
2025000014,경기도,,평택시,청북읍,평택청북 사랑으로 부영 2차 아파트 우선분양 전환 후 잔여세대,39,입주예정,2025-03,청약홈 분양정보 오픈API
2024000703,대전광역시,,대전동구,가오동,대전 롯데캐슬 더퍼스트,394,입주예정,2027-11,청약홈 분양정보 오픈API
2025820001,경기도,,고양덕양구,용두동,고양창릉지구 A-4블록 신혼희망타운(공공분양)(본청약),603,입주예정,2028-01,청약홈 분양정보 오픈API
2025000019,경기도,,고양덕양구,용두동,고양창릉지구 S-5블록 공공분양주택(본청약),759,입주예정,2028-01,청약홈 분양정보 오픈API
2025000013,경기도,,고양덕양구,용두동,고양창릉지구 S-6블록 공공분양주택(본청약),430,입주예정,2027-12,청약홈 분양정보 오픈API
2024000750,울산광역시,,울산울주군,온양읍,남울산 노르웨이숲,332,입주예정,2026-07,청약홈 분양정보 오픈API
2025000004,경기도,,양주시,은현면,양주 용암 영무 예다음 더퍼스트,285,입주예정,2027-11,청약홈 분양정보 오픈API
2025000001,서울특별시,서초구,,방배동,래미안 원페를라,482,입주예정,2025-11,청약홈 분양정보 오픈API
2024000747,광주광역시,,광주광산구,하산동,한양립스 에듀포레,118,입주예정,2027-11,청약홈 분양정보 오픈API
2024000396,경기도,,부천시,심곡동,부천 중앙하이츠 심곡 102동,40,입주예정,2025-03,청약홈 분양정보 오픈API
2024000725,세종특별자치시,,세종시,합강동,세종 5-1 양우내안애 아스펜,698,입주예정,2028-03,청약홈 분양정보 오픈API
2024000751,전북특별자치도,,전주완산구,중노송동,더샵 라비온드,1426,입주예정,2028-06,청약홈 분양정보 오픈API
2024000742,부산광역시,,부산북구,덕천동,한화포레나 부산덕천3차,116,입주예정,2025-06,청약홈 분양정보 오픈API
2024820019,경기도,,성남수정구,금토동,성남금토 A-4블록 신혼희망타운(공공분양)(본청약),766,입주예정,2027-11,청약홈 분양정보 오픈API
2024000715,대구광역시,,대구동구,신천동,더 팰리스트 데시앙,418,입주예정,2025-10,청약홈 분양정보 오픈API
2024820018,경기도,,의왕시,포일동,의왕청계2 A1블록 신혼희망타운(공공분양)(본청약),320,입주예정,2028-04,청약홈 분양정보 오픈API
2024000661,인천광역시,,인천강화군,선원면,인천강화서희스타힐스 1단지(조합원 취소세대),17,입주예정,2025-02,청약홈 분양정보 오픈API
2024000704,부산광역시,,부산강서구,,부산에코델타시티 대방 엘리움 리버뷰,470,입주예정,2027-10,청약홈 분양정보 오픈API
2024000726,충청남도,,천안서북구,두정동,천안 두정역 양우내안애 퍼스트로,416,입주예정,2027-12,청약홈 분양정보 오픈API
2024000733,세종특별자치시,,세종시,조치원읍,세종 번암리 리치빌 3차,40,입주예정,2025-01,청약홈 분양정보 오픈API
2024000732,세종특별자치시,,세종시,조치원읍,세종 번암리 리치빌 2차,44,입주예정,2025-01,청약홈 분양정보 오픈API
2024000731,세종특별자치시,,세종시,조치원읍,세종 번암리 리치빌 1차,47,입주예정,2025-01,청약홈 분양정보 오픈API
2024000730,인천광역시,,인천연수구,옥련동,래미안 센트리폴(2BL),819,입주예정,2028-01,청약홈 분양정보 오픈API
2024000729,인천광역시,,인천연수구,옥련동,래미안 센트리폴(1BL),706,입주예정,2028-01,청약홈 분양정보 오픈API
2024000727,대구광역시,,대구수성구,범어동,범어자이르네,103,입주예정,2028-09,청약홈 분양정보 오픈API
2024000713,충청북도,,청주흥덕구,송절동,청주테크노폴리스 하트리움 더 메트로(S4블록),599,입주예정,2028-10,청약홈 분양정보 오픈API
2024000706,경기도,,의왕시,월암동,의왕 월암지구 대방 디에트르 레이크파크,702,입주예정,2027-12,청약홈 분양정보 오픈API
2024000686,충청남도,,청양군,청양읍,청양 금성백조 예미지 퍼스트클래스,182,입주예정,2026-11,청약홈 분양정보 오픈API
2024000221,충청남도,,아산시,탕정면,탕정 푸르지오 센터파크,1416,입주예정,2028-03,청약홈 분양정보 오픈API
2024000312,전라남도,,순천시,덕암동,순천 푸르지오 더 퍼스트,560,입주예정,2025-07,청약홈 분양정보 오픈API
2024000723,충청남도,,논산시,취암동,트리븐 논산,429,입주예정,2028-01,청약홈 분양정보 오픈API
2024000718,서울특별시,중랑구,,상봉동,더샵 퍼스트월드,800,입주예정,2029-08,청약홈 분양정보 오픈API
2024000712,경기도,,의정부시,의정부동,의정부역 다채로움,92,입주예정,2025-03,청약홈 분양정보 오픈API
2024000714,충청남도,,아산시,탕정면,아산탕정자이 퍼스트시티,797,입주예정,2027-12,청약홈 분양정보 오픈API
2024000698,전라남도,,순천시,덕암동,순천 지에이그린웰 하이드원,475,입주예정,2027-09,청약홈 분양정보 오픈API
2024000710,전라남도,,순천시,용당동,순천 한양립스 파크포레,209,입주예정,2027-10,청약홈 분양정보 오픈API
2024000702,경기도,,평택시,공동,평택 브레인시티 수자인,889,입주예정,2027-12,청약홈 분양정보 오픈API
2024000701,경기도,,광주시,곤지암읍,곤지암역 센트럴 아이파크,347,입주예정,2027-05,청약홈 분양정보 오픈API
2024000699,부산광역시,,부산서구,,e편한세상 송도 더퍼스트비치,200,입주예정,2025-01,청약홈 분양정보 오픈API
2024000695,경기도,,평택시,장안동,브레인시티 푸르지오,1990,입주예정,2028-04,청약홈 분양정보 오픈API
2024000664,경기도,,평택시,고덕동,평택 고덕국제신도시 A50블록 미래도 파밀리에(본청약),461,입주예정,2025-09,청약홈 분양정보 오픈API
2024000660,경기도,,남양주시,와부읍,덕소역 라온프라이빗 리버포레,348,입주예정,2028-03,청약홈 분양정보 오픈API
2024000692,서울특별시,성북구,,,창경궁 롯데캐슬 시그니처,509,입주예정,2027-04,청약홈 분양정보 오픈API
2024000671,인천광역시,,인천중구,사동,e편한세상 동인천 베이프런트,492,입주예정,2028-04,청약홈 분양정보 오픈API
