공고번호,시도,자치구,시군구,법정동,대표단지명,세대수,상태,입주예정월,출처
2026000295,충청남도,,아산시,둔포면,아산테크노밸리 더원 7차 (Ab4BL),622,입주예정,2029-01,청약홈 분양정보 오픈API
2026000331,경상남도,,거제시,상동동,센트레빌 아스테리움 거제,1307,입주예정,2029-08,청약홈 분양정보 오픈API
2026000318,부산광역시,,부산남구,문현동,더샵 트리센트,156,입주예정,2029-12,청약홈 분양정보 오픈API
2026000293,강원특별자치도,,강릉시,교동,리쉐스302,302,입주예정,2029-09,청약홈 분양정보 오픈API
2026820007,경기도,,수원권선구,당수동,수원당수지구 A5블록 신혼희망타운(공공분양) 추가 입주자모집,142,입주예정,2027-06,청약홈 분양정보 오픈API
2026000355,서울특별시,노원구,,월계동,월계 중흥S-클래스 리비에르,135,입주예정,2029-05,청약홈 분양정보 오픈API
2026000327,경기도,,용인처인구,역북동,역북 서희스타힐스 프라임시티(조합원 취소분),5,입주예정,2027-03,청약홈 분양정보 오픈API
2026000291,경기도,,이천시,갈산동,이천 휴먼빌 클래스원,536,입주예정,2029-09,청약홈 분양정보 오픈API
2026000282,경상남도,,창원시,회원동,창원 한신더휴 메가센텀,1139,입주예정,2029-08,청약홈 분양정보 오픈API
2026000316,경기도,,오산시,양산동,오산헤리티지자이 2단지,714,입주예정,2029-09,청약홈 분양정보 오픈API
2026000315,경기도,,오산시,양산동,오산헤리티지자이 1단지,1069,입주예정,2029-09,청약홈 분양정보 오픈API
2026000312,강원특별자치도,,춘천시,동면,춘천 리버뷰 아이파크,262,입주예정,2029-03,청약홈 분양정보 오픈API
2026000308,부산광역시,,부산장안지구,장안읍,부산 장안지구 B-2블록 중흥S-클래스(본청약),488,입주예정,2027-06,청약홈 분양정보 오픈API
2026000301,경기도,,의왕시,삼동,의왕역 SK VIEW,820,입주예정,2029-12,청약홈 분양정보 오픈API
2026000276,충청남도,,천안서북구,업성동,업성 푸르지오 레이크시티 2단지,448,입주예정,2029-09,청약홈 분양정보 오픈API
2026000336,경기도,,평택시,평택동,평택역 더센트럴45,99,입주예정,2026-08,청약홈 분양정보 오픈API
2026000329,경기,,김포시,사우동,호반써밋 풍무Ⅲ,660,입주예정,2029-05,청약홈 분양정보 오픈API
2026000310,경기도,,남양주시,,남양주 진접 서한이다음(S1BL),361,입주예정,2029-01,청약홈 분양정보 오픈API
2026000253,경상남도,,거제시,장평동,거제 푸르지오 마린피스,423,입주예정,2029-11,청약홈 분양정보 오픈API
2026000328,울산광역시,,울산울주군,온양읍,센텀 엘카사,74,입주예정,2026-08,청약홈 분양정보 오픈API
2026000290,경기도,,화성시,비봉면,야목역 서희스타힐스 그랜드힐(조합원 취소분),83,입주예정,2029-10,청약홈 분양정보 오픈API
2026000153,서울특별시,동작구,,상도동,동작 센트럴 동문 디 이스트,72,입주예정,2030-02,청약홈 분양정보 오픈API
2026000320,경기도,,고양덕양구,도내동,고양창릉 S-4블록 공공분양주택(본청약),1024,입주예정,2030-03,청약홈 분양정보 오픈API
2026000313,경기도,,고양덕양구,도내동,고양창릉지구 S-3블록 이익공유형 분양주택(본청약),1282,입주예정,2030-02,청약홈 분양정보 오픈API
2026000307,경기도,,군포시,둔대동,군포대야미지구 A-1블록 6년 분양전환공공임대주택(본청약),377,입주예정,2029-12,청약홈 분양정보 오픈API
2026820005,경기도,,부천시,,역곡지구 하우스토리(부천역곡지구 A-2BL) 신혼희망타운(공공분양)(본청약),976,입주예정,2029-06,청약홈 분양정보 오픈API
2026000300,충청남도,,천안서북구,성성동,천안 아이파크 시티 1단지(2회차),234,입주예정,2027-12,청약홈 분양정보 오픈API
2026000271,경상남도,,김해시,내동,트리븐 김해,398,입주예정,2029-08,청약홈 분양정보 오픈API
2026000274,전북특별자치도,,군산시,,군산 세경아파트 우선분양전환 후 잔여세대,153,입주예정,2026-12,청약홈 분양정보 오픈API
2026000289,제주특별자치도,,제주시,연동,신제주 동문디이스트 시그니처원Ⅱ,196,입주예정,2027-06,청약홈 분양정보 오픈API
2026000288,제주특별자치도,,제주시,연동,신제주 동문디이스트 시그니처원Ⅰ,182,입주예정,2027-03,청약홈 분양정보 오픈API
2026000281,경기도,,이천시,안흥동,이천 서희스타힐스 SKY(조합원 취소분),8,입주예정,2029-01,청약홈 분양정보 오픈API
2026000278,경기도,,양주시,회정동,양주 회천지구 A-8BL 로제비앙 엘가,361,입주예정,2029-06,청약홈 분양정보 오픈API
2026000272,경상남도,,함안군,가야읍,함안가야 휴니온아르떼,92,입주예정,2028-10,청약홈 분양정보 오픈API
2026000275,서울특별시,성북구,,장위동,장위 푸르지오 마크원,1032,입주예정,2030-09,청약홈 분양정보 오픈API
2026000273,경상북도,,경산시,중산동,펜타힐즈 더블유 1단지,1712,입주예정,2030-11,청약홈 분양정보 오픈API
2026000270,경상남도,,김해시,신문동,김해 신문 센트럴 아이파크,1379,입주예정,2029-03,청약홈 분양정보 오픈API
2026000263,경상남도,,김해시,신문동,신문 대상 웰라움 라시엘,375,입주예정,2029-01,청약홈 분양정보 오픈API
2026000261,경상남도,,밀양시,,밀양 수자인 더퍼스트 2단지 공공분양주택,114,입주예정,2028-09,청약홈 분양정보 오픈API
2026000260,경상남도,,밀양시,,밀양 수자인 더퍼스트 1단지 공공분양주택,426,입주예정,2028-09,청약홈 분양정보 오픈API
2026000241,서울특별시,동작구,,노량진동,드파인 아르티아,171,입주예정,2029-11,청약홈 분양정보 오픈API
2026000234,부산광역시,,부산강서구,강동동,에코델타시티 중흥S-클래스 리버시티,501,입주예정,2029-05,청약홈 분양정보 오픈API
2026000248,경기도,,오산시,내삼미동,북오산자이 드포레,1517,입주예정,2029-10,청약홈 분양정보 오픈API
2026000235,서울특별시,강북구,,미아동,북서울자이 폴라리스(보류지),6,입주예정,2026-07,청약홈 분양정보 오픈API
2026000224,경상남도,,양산시,물금읍,힐스테이트 양산더스카이 2단지,299,입주예정,2029-04,청약홈 분양정보 오픈API
2026000223,경상남도,,양산시,물금읍,힐스테이트 양산더스카이 1단지,299,입주예정,2029-04,청약홈 분양정보 오픈API
2026000195,인천광역시,,인천서구,마전동,더샵 검단레이크파크(AB23BL),1403,입주예정,2029-12,청약홈 분양정보 오픈API
2026000194,인천광역시,,인천서구,불로동,더샵 검단레이크파크(AB22BL),1454,입주예정,2029-12,청약홈 분양정보 오픈API
2026000258,경기도,,평택시,,고덕국제신도시 수자인하우스디,403,입주예정,2029-02,청약홈 분양정보 오픈API
2026000259,광주광역시,,광주서구,마륵동,상무 양우내안에 퍼스트힐(조합원 취소분),72,입주예정,2026-09,청약홈 분양정보 오픈API
2026000243,전남,,장성군,,호반써밋 첨단3지구(A8BL),449,입주예정,2028-10,청약홈 분양정보 오픈API
2026000242,광주,,북구,,호반써밋 첨단3지구(A7BL),356,입주예정,2028-09,청약홈 분양정보 오픈API
2026000237,경기도,,평택시,,평택 고덕 우미 린 프레스티지(Abc-36BL),743,입주예정,2028-12,청약홈 분양정보 오픈API
2026000226,충청남도,,천안서북구,백석동,백석시그니처자이 2단지,320,입주예정,2029-09,청약홈 분양정보 오픈API
2026000225,충청남도,,천안서북구,백석동,백석시그니처자이 1단지,854,입주예정,2029-09,청약홈 분양정보 오픈API
2026000148,부산광역시,,부산수영구,민락동,알티에로 광안,366,입주예정,2029-07,청약홈 분양정보 오픈API
2026820004,경기도,,성남시,,e편한세상 분당 퍼스트빌리지(성남낙생지구 A-1BL) 신혼희망타운(공공분양)(본청약),933,입주예정,2029-02,청약홈 분양정보 오픈API
2026000230,경기도,,화성시,,화성동탄2지구 C-27블록 공공분양주택,473,입주예정,2029-06,청약홈 분양정보 오픈API
2026000184,전북특별자치도,,익산시,팔봉동,익산 펠리피아,572,입주예정,2028-12,청약홈 분양정보 오픈API
2026000097,강원특별자치도,,강릉시,홍제동,강릉 성보필리오 더센트럴힐즈,148,입주예정,2028-07,청약홈 분양정보 오픈API
2026000219,경기,,김포시,사우동,호반써밋 풍무Ⅱ,961,입주예정,2030-01,청약홈 분양정보 오픈API
2026000205,경기도,,수원권선구,평동,수원역 아너스빌 타임원,114,입주예정,2028-11,청약홈 분양정보 오픈API
2026000173,강원특별자치도,,춘천시,,더 리치먼드 리버센트 소양,178,입주예정,2029-06,청약홈 분양정보 오픈API
2026000122,경기도,,부천오정구,오정동,오정 해모로 스마트시티(조합원 취소분),48,입주예정,2027-07,청약홈 분양정보 오픈API
2026000217,부산광역시,,부산동래구,명륜동,동래사적공원 오네뜨,110,입주예정,2028-10,청약홈 분양정보 오픈API
2026000162,인천광역시,,인천서구,경서동,검암역자이르네,601,입주예정,2028-12,청약홈 분양정보 오픈API
2026000138,경기도,,시흥시,대야동,힐스테이트 시흥더클래스,430,입주예정,2029-03,청약홈 분양정보 오픈API
2026000120,서울특별시,동작구,,흑석동,써밋 더힐,432,입주예정,2030-06,청약홈 분양정보 오픈API
2026000188,부산광역시,,부산해운대구,중동,해운대 마티안 디 에디션,99,입주예정,2028-11,청약홈 분양정보 오픈API
2026000187,경기도,,부천소사구,괴안동,엘리프 역곡,44,입주예정,2027-08,청약홈 분양정보 오픈API
2026000116,서울특별시,동작구,,대방동,아크로 리버스카이,285,입주예정,2029-08,청약홈 분양정보 오픈API
2025000422,경기도,,남양주시,오남읍,오남역 서희스타힐스 여의재 3단지,117,입주예정,2029-01,청약홈 분양정보 오픈API
2026000098,경기도,,고양일산동구,식사동,식사 푸르지오 파크센트(조합원 취소분),23,입주예정,2028-06,청약홈 분양정보 오픈API
2026000178,경기도,,부천오정구,원종동,중앙하이츠 원종역,78,입주예정,2028-03,청약홈 분양정보 오픈API
2026000172,부산광역시,,부산북구,구포동,두산위브 트리니뷰 구명역,288,입주예정,2029-05,청약홈 분양정보 오픈API
2026000132,충청북도,,청주상당구,지북동,청주 한양립스 더 벨루체,417,입주예정,2030-03,청약홈 분양정보 오픈API
2026000169,인천광역시,,인천연수구,송도동,더샵 송도그란테르 G5-11블록,318,입주예정,2029-08,청약홈 분양정보 오픈API
2026000168,인천광역시,,인천연수구,송도동,더샵 송도그란테르 G5-6블록,100,입주예정,2030-01,청약홈 분양정보 오픈API
2026000167,인천광역시,,인천연수구,송도동,더샵 송도그란테르 G5-5블록,97,입주예정,2030-01,청약홈 분양정보 오픈API
2026000166,인천광역시,,인천연수구,송도동,더샵 송도그란테르 G5-4블록,91,입주예정,2030-01,청약홈 분양정보 오픈API
2026000165,인천광역시,,인천연수구,송도동,더샵 송도그란테르 G5-3블록,85,입주예정,2030-01,청약홈 분양정보 오픈API
2026000164,인천광역시,,인천연수구,송도동,더샵 송도그란테르 G5-1블록,853,입주예정,2029-08,청약홈 분양정보 오픈API
2026000147,인천광역시,,인천남동구,구월동,힐스테이트 구월아트파크,496,입주예정,2030-10,청약홈 분양정보 오픈API
2026000174,대구광역시,,대구중구,사일동,더샵 중앙로역센터폴,299,입주예정,2026-10,청약홈 분양정보 오픈API
2026820003,인천광역시,,부천계양구,오곡동,인천계양 A9블록 신혼희망타운(공공분양)(본청약),317,입주예정,2029-02,청약홈 분양정보 오픈API
2026820002,경기도,,시흥시,하중동,시흥하중지구 A1블록 신혼희망타운(공공분양)(본청약),400,입주예정,2029-03,청약홈 분양정보 오픈API
2026000193,경기도,,남양주시,이패동,남양주왕숙2 A-3블록 공공분양주택(본청약),686,입주예정,2030-05,청약홈 분양정보 오픈API
2026000185,경상남도,,거제시,,덕진 거제의 봄 우선분양전환 후 공가세대,376,입주예정,2026-05,청약홈 분양정보 오픈API
2026000170,경상북도,,상주시,냉림동,상주북천 하늘채 파크원,466,입주예정,2029-04,청약홈 분양정보 오픈API
2026000163,경상남도,,창원시,자산동,메트로시티 자산 데시앙,739,입주예정,2029-01,청약홈 분양정보 오픈API
2026000142,경기도,,남양주시,일패동,왕숙 아테라 공공분양주택(본청약),812,입주예정,2029-02,청약홈 분양정보 오픈API
2026000128,경기도,,고양덕양구,행신동,고양 창릉 우미 린 그레니티 공공분양주택(본청약),494,입주예정,2029-05,청약홈 분양정보 오픈API
2026000126,경기도,,안양동안구,관양동,안양 에버포레 자연앤 e편한세상(A2BL),344,입주예정,2028-08,청약홈 분양정보 오픈API
2026000125,경기도,,안양동안구,관양동,안양 에버포레 자연앤 e편한세상(A1BL),60,입주예정,2028-08,청약홈 분양정보 오픈API
2026000053,충청남도,,공주시,A1블럭(금흥동,공주월송 진아레히,811,입주예정,2029-04,청약홈 분양정보 오픈API
2026000155,경기도,,평택시,,고덕국제신도시 수자인풍경채 2단지,456,입주예정,2029-01,청약홈 분양정보 오픈API
2026000154,경기도,,평택시,,고덕국제신도시 수자인풍경채 1단지,670,입주예정,2029-01,청약홈 분양정보 오픈API
2026000111,경기도,,평택시,팽성읍,더 플래티넘 파인애비뉴,321,입주예정,2028-03,청약홈 분양정보 오픈API
2026000133,울산광역시,,울산중구,학성동,더샵 시에르네(조합원 취소분),36,입주예정,2027-05,청약홈 분양정보 오픈API
2026000156,서울특별시,강북구,,미아동,더 리치먼드 미아,99,입주예정,2028-09,청약홈 분양정보 오픈API
2026000146,부산광역시,,부산기장군,기장읍,기장 이진캐스빌 포레,138,입주예정,2028-03,청약홈 분양정보 오픈API
2026000143,경기도,,파주시,금촌동,파주금촌 금호어울림(조합원 취소분),60,입주예정,2026-06,청약홈 분양정보 오픈API
2026000129,대전광역시,,대전서구,관저동,더샵 관저아르테,951,입주예정,2029-06,청약홈 분양정보 오픈API
2026000127,충청남도,,천안서북구,부대동,천안 휴먼빌 퍼스트시티(2회차),309,입주예정,2029-05,청약홈 분양정보 오픈API
2026000102,울산광역시,,울산남구,무거동,울산신복역 비스타 메트로,481,입주예정,2029-04,청약홈 분양정보 오픈API
2026000096,충청남도,,천안동남구,삼룡동,천안 동문 디 이스트 파크시티,500,입주예정,2029-03,청약홈 분양정보 오픈API
2026000091,전라남도,,여수시,소호동,소제지구 A4BL 중흥S-클래스 우미린,584,입주예정,2029-04,청약홈 분양정보 오픈API
2026000090,전라남도,,여수시,소호동,소제지구 A3BL 중흥S-클래스 우미린,1095,입주예정,2029-06,청약홈 분양정보 오픈API
2026000152,경기도,,부천원미구,소사동,e편한세상 부천 어반스퀘어,897,입주예정,2029-10,청약홈 분양정보 오픈API
2026000150,충청남도,,천안서북구,업성동,엘리프 성성호수공원 2BL,560,입주예정,2029-03,청약홈 분양정보 오픈API
2026000149,충청남도,,천안서북구,업성동,엘리프 성성호수공원 1BL,546,입주예정,2029-03,청약홈 분양정보 오픈API
2026000130,제주특별자치도,,제주시,조천읍,PH159,49,입주예정,2027-01,청약홈 분양정보 오픈API
2026000088,경기도,,용인처인구,양지읍,용인 양지 서희스타힐스 하이뷰,547,입주예정,2030-09,청약홈 분양정보 오픈API
2026000124,경기도,,평택시,고덕면,고덕신도시 아테라 A-63블록 공공분양주택,630,입주예정,2028-10,청약홈 분양정보 오픈API
2026000115,경상북도,,구미시,광평동,두산위브더제니스 구미(조합원취소분),63,입주예정,2029-05,청약홈 분양정보 오픈API
2026000114,서울특별시,마포구,,도화동,공덕역자이르네,177,입주예정,2029-01,청약홈 분양정보 오픈API
2026000107,경기도,,광주시,양벌동,경기광주역 롯데캐슬 시그니처 1단지,1077,입주예정,2030-10,청약홈 분양정보 오픈API
2026000089,강원특별자치도,,강릉시,송정동,강릉 우미 린 더 프리미어,772,입주예정,2029-04,청약홈 분양정보 오픈API
2026000135,인천광역시,,인천서구,청라동,인천가정2지구 B2블록 공공분양주택(후속사업),308,입주예정,2028-07,청약홈 분양정보 오픈API
2026000121,울산광역시,,울산남구,신정동,문수로 라티에르 673,199,입주예정,2029-08,청약홈 분양정보 오픈API
2026000112,경기도,,용인처인구,고림동,용인 고림 동문 디 이스트,350,입주예정,2028-10,청약홈 분양정보 오픈API
2026000110,경상남도,,창원의창구,,엘리프 창원,349,입주예정,2028-07,청약홈 분양정보 오픈API
2026000109,충청남도,,아산시,온천동,아산경남아너스빌 랜드마크49,467,입주예정,2030-12,청약홈 분양정보 오픈API
2026000105,대전광역시,,대전유성구,용계동,도안자이 센텀리체 2단지,834,입주예정,2029-12,청약홈 분양정보 오픈API
2026000104,대전광역시,,대전유성구,용계동,도안자이 센텀리체 1단지,946,입주예정,2029-10,청약홈 분양정보 오픈API
2026000087,충청북도,,청주서원구,미평동,청주 푸르지오 씨엘리체,1351,입주예정,2029-03,청약홈 분양정보 오픈API
2026000085,경상남도,,진주시,평거동,힐스테이트 평거 센트럴,261,입주예정,2030-03,청약홈 분양정보 오픈API
2026000082,전북특별자치도,,전주덕진구,진북동,골드클래스 시그니처,341,입주예정,2029-03,청약홈 분양정보 오픈API
2026000093,경상북도,,안동시,옥동,더샵 안동더퍼스트,493,입주예정,2028-10,청약홈 분양정보 오픈API
2026000049,경기도,,양주시,옥정동,"옥정중앙역 대방 디에트르(중상1, 복합1BL)",2807,입주예정,2030-06,청약홈 분양정보 오픈API
2026000069,경기도,,화성시,비봉면,야목역 서희스타힐스 그랜드힐,241,입주예정,2029-10,청약홈 분양정보 오픈API
2026000101,부산광역시,,부산동래구,온천동,온천장 하늘채 엘리시움,129,입주예정,2029-11,청약홈 분양정보 오픈API
2026000094,서울특별시,동작구,,노량진동,라클라체자이드파인,369,입주예정,2028-12,청약홈 분양정보 오픈API
2026000086,충청남도,,천안서북구,업성동,업성 푸르지오 레이크시티,1460,입주예정,2029-09,청약홈 분양정보 오픈API
2026000077,전북특별자치도,,전주덕진구,고랑동,북전주 광신프로그레스,352,입주예정,2028-02,청약홈 분양정보 오픈API
2026000073,경기도,,김포시,사우동,풍무역세권 수자인 그라센트 2차,639,입주예정,2029-01,청약홈 분양정보 오픈API
2026000071,강원특별자치도,,고성군,토성면,르네오션 고성 퍼스트뷰,263,입주예정,2029-03,청약홈 분양정보 오픈API
2026000058,서울특별시,서초구,,잠원동,오티에르 반포,86,입주예정,2026-07,청약홈 분양정보 오픈API
2026000048,서울특별시,용산구,,이촌동,이촌 르엘,88,입주예정,2027-03,청약홈 분양정보 오픈API
2026000040,부산광역시,,부산금정구,구서동,구서 다움포레,68,입주예정,2026-05,청약홈 분양정보 오픈API
2026000078,충청남도,,천안서북구,직산읍,천안 동일하이빌 파크레인,895,입주예정,2029-01,청약홈 분양정보 오픈API
2026000074,부산광역시,,부산사상구,엄궁동,엄궁역 트라비스 하늘채,1061,입주예정,2030-02,청약홈 분양정보 오픈API
2026000070,경기도,,안양만안구,안양동,힐스테이트 안양펠루스,55,입주예정,2026-05,청약홈 분양정보 오픈API
2026000065,인천광역시,,인천서구,불로동,검단호수공원역 파라곤(AA36BL),569,입주예정,2028-07,청약홈 분양정보 오픈API
2026000062,인천광역시,,인천부평구,갈산동,중앙하이츠 갈산역 센트럴,50,입주예정,2026-09,청약홈 분양정보 오픈API
2026000047,대구광역시,,대구수성구,수성동,범어역 파크드림 디아르,47,입주예정,2028-10,청약홈 분양정보 오픈API
2026000012,부산광역시,,부산남구,대연동,경성대부경대역 비스타동원 더 프리미엄,103,입주예정,2028-05,청약홈 분양정보 오픈API
2026000055,경기도,,의정부시,의정부동,의정부역 센트럴 아이파크,400,입주예정,2029-12,청약홈 분양정보 오픈API
2026000081,광주광역시,,광주광산구,,선운지구다사로움 공가세대 일반공급,27,입주예정,2026-06,청약홈 분양정보 오픈API
2026000075,경상남도,,창원성산구,중앙동,창원자이 더 스카이,509,입주예정,2030-04,청약홈 분양정보 오픈API
2026000066,부산광역시,,부산사하구,당리동,한화포레나 부산당리,209,입주예정,2029-04,청약홈 분양정보 오픈API
2026000064,서울특별시,영등포구,,신길동,더샵 신길센트럴시티,477,입주예정,2029-07,청약홈 분양정보 오픈API
2026000051,충청남도,,아산시,탕정면,아산탕정자이 메트로시티(A3BL),1638,입주예정,2029-06,청약홈 분양정보 오픈API
2026000045,대전광역시,,대전동구,가오동,대전 롯데캐슬 더퍼스트(조합원 취소분),89,입주예정,2027-11,청약홈 분양정보 오픈API
2025000497,서울특별시,서초구,,서초동,아크로 드 서초,56,입주예정,2029-02,청약홈 분양정보 오픈API
2026000063,인천광역시,,인천중구,,오션포레베네스트하우스(미단시티 공동8BL),253,입주예정,2026-04,청약홈 분양정보 오픈API
2026000057,부산광역시,,부산강서구,강동동,에코델타시티 엘가 로제비앙,998,입주예정,2029-06,청약홈 분양정보 오픈API
2026000052,경기도,,시흥시,거모동,시흥거모B1 호반써밋,310,입주예정,2028-11,청약홈 분양정보 오픈API
2026000044,경기도,,용인기흥구,영덕동,용인 플랫폼시티 라온프라이빗 아르디에,238,입주예정,2028-03,청약홈 분양정보 오픈API
2026000033,대전광역시,,대전중구,용두동,해링턴플레이스 오룡역,427,입주예정,2029-06,청약홈 분양정보 오픈API
2025000574,광주광역시,,광주동구,지산동,무등산 더힐(조합원 취소분),33,입주예정,2026-08,청약홈 분양정보 오픈API
2026000023,서울특별시,영등포구,,,더샵 프리엘라,138,입주예정,2029-03,청약홈 분양정보 오픈API
2026000038,경상북도,,상주시,함창읍,상주자이르네,773,입주예정,2029-04,청약홈 분양정보 오픈API
2026000043,경기도,,부천원미구,원미동,부천역 에피트 어바닉,93,입주예정,2028-07,청약홈 분양정보 오픈API
2026000039,서울특별시,강서구,,방화동,래미안 엘라비네,272,입주예정,2028-08,청약홈 분양정보 오픈API
2026000036,전라남도,,여수시,신기동,e편한세상 여수 글렌츠,81,입주예정,2027-06,청약홈 분양정보 오픈API
2026000029,경기도,,가평군,설악면,썬밸리 오드카운티 가평설악,1039,입주예정,2028-10,청약홈 분양정보 오픈API
2026000046,대전광역시,,대전서구,변동,변동 동건아파트 우선분양전환 후 잔여세대,139,입주예정,2026-04,청약홈 분양정보 오픈API
2026000035,인천광역시,,인천연수구,동춘동,연수 월드메르디앙 어반포레,133,입주예정,2026-04,청약홈 분양정보 오픈API
2026000041,서울특별시,강서구,,마곡동,마곡지구 17단지 토지임대부(본청약),381,입주예정,2026-08,청약홈 분양정보 오픈API
2025000510,경기도,,수원장안구,영화동,두산위브 더센트럴 수원,275,입주예정,2028-09,청약홈 분양정보 오픈API
2026000008,경상북도,,경산시,상방동,경산 상방공원 호반써밋 1단지,1004,입주예정,2029-01,청약홈 분양정보 오픈API
2026000028,서울특별시,노원구,,(상계동,해링턴플레이스 노원 센트럴,61,입주예정,2026-04,청약홈 분양정보 오픈API
2026000015,충청남도,,천안서북구,성성동,천안 아이파크 시티 6단지,1012,입주예정,2029-01,청약홈 분양정보 오픈API
2026000014,충청남도,,천안서북구,성성동,천안 아이파크 시티 5단지,837,입주예정,2029-01,청약홈 분양정보 오픈API
2025000645,경기도,,이천시,장호원읍,이천시 장호원읍 5년 공공건설임대주택(카사펠리스이천) 임차인모집,930,입주예정,2027-06,청약홈 분양정보 오픈API
2026000030,경기도,,오산시,,힐스테이트 오산 더퍼스트(조합원 자격상실 및 제명세대)(2회차),9,입주예정,2026-05,청약홈 분양정보 오픈API
2026000034,경기도,,양주시,삼숭동,더 플래티넘 센트럴포레,112,입주예정,2027-03,청약홈 분양정보 오픈API
2026000020,부산광역시,,부산금정구,장전동,금정산 하늘채 루미엘,213,입주예정,2029-01,청약홈 분양정보 오픈API
2026000017,경기도,,부천소사구,괴안동,쌍용 더 플래티넘 온수역,230,입주예정,2028-10,청약홈 분양정보 오픈API
2026000027,전북특별자치도,,완주군,이서면,전주·완주 혁신도시 에코르 2단지 공가세대 일반공급,29,입주예정,2026-04,청약홈 분양정보 오픈API
2026000018,제주특별자치도,,서귀포시,표선면,리첸시아 표선 IB EDU,50,입주예정,2026-03,청약홈 분양정보 오픈API
2026000019,경기도,,구리시,수택동,구리역 하이니티 리버파크,1530,입주예정,2029-12,청약홈 분양정보 오픈API
2026000024,광주광역시,,광주남구,지석동,힐스테이트 지석(조합원취소분),9,입주예정,2026-03,청약홈 분양정보 오픈API
2026000022,울산광역시,,울산중구,,울산 우정혁신도시 B1블록(골드클래스) 분양전환 후 잔여세대,34,입주예정,2026-03,청약홈 분양정보 오픈API
2026000010,인천광역시,,인천부평구,삼산동,두산위브 더센트럴 부평(조합원 취소분),41,입주예정,2028-04,청약홈 분양정보 오픈API
2026000002,부산광역시,,부산해운대구,재송동,e편한세상 센텀 하이베뉴,166,입주예정,2027-10,청약홈 분양정보 오픈API
2025000572,인천광역시,,인천남동구,간석1동,포레나더샵 인천시청역,735,입주예정,2029-09,청약홈 분양정보 오픈API
2026000009,대전광역시,,대전중구,선화동,대전 하늘채 루시에르(2회차),341,입주예정,2029-07,청약홈 분양정보 오픈API
2025000657,경기도,,평택시,현덕면,평택화양 서희스타힐스 센트럴파크(조합원 취소분),47,입주예정,2026-07,청약홈 분양정보 오픈API
2025000652,경기도,,안양만안구,안양2동,안양역 센트럴 아이파크 수자인,407,입주예정,2029-04,청약홈 분양정보 오픈API
2026000004,울산광역시,,울산울주군,온양읍,남울산 노르웨이숲(조합원 취소분),31,입주예정,2026-07,청약홈 분양정보 오픈API
2025000639,제주특별자치도,,서귀포시,서홍동,서귀포시 서홍동 형남아파트6차,94,입주예정,2026-10,청약홈 분양정보 오픈API
2025000660,서울특별시,서대문구,,연희동,드파인 연희,332,입주예정,2029-01,청약홈 분양정보 오픈API
2025000656,경기도,,김포시,사우동,사우역 지엔하임,385,입주예정,2029-04,청약홈 분양정보 오픈API
2025000628,경기도,,오산시,내삼미동,북오산자이 리버블시티,1275,입주예정,2029-03,청약홈 분양정보 오픈API
2025000650,경상남도,,양산시,물금읍,힐스테이트 물금센트럴,162,입주예정,2029-03,청약홈 분양정보 오픈API
2025000642,인천광역시,,인천중구,중산동,인천영종지구 A24블록 공공분양주택(본청약),641,입주예정,2028-12,청약홈 분양정보 오픈API
2025000595,경기도,,성남분당구,,더샵 분당센트로,84,입주예정,2027-04,청약홈 분양정보 오픈API
2025820020,경기도,,과천시,과천동,과천주암지구 C1블록 신혼희망타운(공공분양)(본청약),812,입주예정,2029-02,청약홈 분양정보 오픈API
2025820019,경기도,,남양주시,진접읍,남양주진접2 지구 A-3블록 신혼희망타운(공공분양)(본청약),208,입주예정,2028-04,청약홈 분양정보 오픈API
2025000659,경기도,,과천시,과천동,과천주암지구 C1블록 공공분양주택(본청약),120,입주예정,2029-02,청약홈 분양정보 오픈API
2025000649,울산광역시,,울산울주군,범서읍,울산다운2지구 A-10블록 공공분양주택,579,입주예정,2028-05,청약홈 분양정보 오픈API
2025000644,경기도,,남양주시,진접읍,남양주진접2지구 B-1블록 공공분양(본청약),260,입주예정,2028-04,청약홈 분양정보 오픈API
2025000647,경기도,,구리시,갈매동,구리갈매역세권 A-4블록 6년 분양전환공공임대주택(본청약),309,입주예정,2028-09,청약홈 분양정보 오픈API
2025000646,경기도,,구리시,갈매동,구리갈매역세권 A-4블록 공공분양주택(본청약),251,입주예정,2028-09,청약홈 분양정보 오픈API
2025000643,경기도,,김포시,고촌읍,김포고촌2지구 A1블록 공공분양주택,262,입주예정,2028-07,청약홈 분양정보 오픈API
2025000640,강원특별자치도,,강릉시,,강릉역 경남아너스빌 더 센트로(조합원 취소분),16,입주예정,2026-01,청약홈 분양정보 오픈API
2025000624,전라남도,,해남군,해남읍,해남 남외리 정하 에코프라임,305,입주예정,2028-03,청약홈 분양정보 오픈API
2025000620,전북특별자치도,,전주덕진구,,전주 에코시티 더 클래스,48,입주예정,2027-05,청약홈 분양정보 오픈API
2025000617,인천광역시,,인천중구,A50BL(중산동,영종하늘도시 대라수 어썸(A50BL),297,입주예정,2029-06,청약홈 분양정보 오픈API
2025000635,인천광역시,,인천중구,운남동,영종국제도시 신일 비아프 크레스트(2단지),516,입주예정,2028-08,청약홈 분양정보 오픈API
2025000634,인천광역시,,인천중구,운남동,영종국제도시 신일 비아프 크레스트(1단지),444,입주예정,2028-08,청약홈 분양정보 오픈API
